batsmen,bowler,balls,wickets
KP Pietersen,Dan Christian,13,1
KP Pietersen,Dhawal Kulkarni,5,1
KP Pietersen,Dwayne Bravo,9,1
KP Pietersen,GB Hogg,9,1
KP Pietersen,Harbhajan Singh,31,3
KP Pietersen,Harmeet Singh,6,3
KP Pietersen,IK Pathan,13,3
KP Pietersen,Ishant Sharma,3,3
KP Pietersen,JA Morkel,7,3
KP Pietersen,JD Ryder,2,3
KP Pietersen,JP Duminy,11,3
KP Pietersen,JP Faulkner,8,3
KP Pietersen,Jasprit Bumrah,9,3
KP Pietersen,KJ Abbott,1,1
KP Pietersen,KK Cooper,4,1
KP Pietersen,KW Richardson,1,1
KP Pietersen,Kamran Khan,15,1
KP Pietersen,Karanveer Singh,7,1
KP Pietersen,Karn Sharma,12,1
KP Pietersen,Kieron Pollard,5,1
KP Pietersen,LJ Wright,5,1
KP Pietersen,M Kartik,12,1
KP Pietersen,M Muralitharan,6,1
KP Pietersen,M de Lange,5,1
KP Pietersen,MA Starc,5,1
KP Pietersen,MC Henriques,3,1
KP Pietersen,MF Maharoof,5,1
KP Pietersen,MM Patel,6,1
KP Pietersen,Mitchell Johnson,6,1
KP Pietersen,Mohit Sharma,5,1
KP Pietersen,P Awana,11,1
KP Pietersen,P Sahu,1,1
KP Pietersen,PP Ojha,23,1
KP Pietersen,PV Tambe,16,1
KP Pietersen,Pankaj Singh,8,1
KP Pietersen,Piyush Chawla,7,1
KP Pietersen,Pradeep Sangwan,5,1
KP Pietersen,R Bhatia,17,1
KP Pietersen,R Dhawan,13,1
KP Pietersen,R McLaren,2,1
KP Pietersen,R Shukla,6,1
KP Pietersen,RJ Peterson,13,1
KP Pietersen,RP Singh,14,1
KP Pietersen,Ravichandran Ashwin,6,1
KP Pietersen,Ravindra Jadeja,13,1
KP Pietersen,Rohit Sharma,27,1
KP Pietersen,SB Jakati,20,1
KP Pietersen,SB Styris,3,1
KP Pietersen,SC Ganguly,4,1
KP Pietersen,SJ Srivastava,6,1
KP Pietersen,SK Trivedi,2,1
KP Pietersen,SK Warne,6,1
KP Pietersen,SL Malinga,12,1
KP Pietersen,Sandeep Sharma,15,1
KP Pietersen,Shakib Al Hasan,7,1
KP Pietersen,Shane Watson,16,1
KP Pietersen,Shivam Sharma,2,1
KP Pietersen,Shreyas Gopal,7,1
KP Pietersen,Sunil Narine,5,1
KP Pietersen,T Henderson,4,1
KP Pietersen,T Thushara,3,1
KP Pietersen,V Pratap Singh,8,1
KP Pietersen,YA Abdulla,2,1
KP Pietersen,Yuvraj Singh,13,1
KP Pietersen,Yuzvendra Chahal,8,1
KP Pietersen,Z Khan,8,1
KW Richardson,Bhuvneshwar Kumar,2,1
KW Richardson,Chris Morris,3,1
KW Richardson,Dwayne Bravo,3,1
KW Richardson,Glenn Maxwell,4,1
KW Richardson,Harbhajan Singh,1,1
KW Richardson,JA Morkel,2,1
KW Richardson,Jasprit Bumrah,1,1
KW Richardson,Mitchell Johnson,7,1
KW Richardson,Ravichandran Ashwin,5,1
KW Richardson,Ravindra Jadeja,7,1
KW Richardson,SL Malinga,4,1
Kagiso Rabada,Axar Patel,11,0
Kagiso Rabada,Glenn Maxwell,6,0
Kagiso Rabada,Harbhajan Singh,15,0
Kagiso Rabada,Hardik Pandya,6,0
Kagiso Rabada,Jasprit Bumrah,15,1
Kagiso Rabada,Karn Sharma,3,1
Kagiso Rabada,Krunal Pandya,2,1
Kagiso Rabada,Mitchell Johnson,2,1
Kagiso Rabada,Mitchell McClenaghan,4,1
Kagiso Rabada,Sandeep Sharma,2,1
Kagiso Rabada,VR Aaron,2,1
Kamran Akmal,A Nehra,6,0
Kamran Akmal,B Lee,3,0
Kamran Akmal,JA Morkel,6,1
Kamran Akmal,JR Hopes,3,1
Kamran Akmal,L Balaji,2,1
Kamran Akmal,M Muralitharan,7,1
Kamran Akmal,M Ntini,12,1
Kamran Akmal,MS Gony,3,1
Kamran Akmal,Piyush Chawla,2,1
Kamran Akmal,RP Singh,4,1
Kamran Akmal,S Sreesanth,10,1
Kamran Akmal,SM Pollock,10,1
Kamran Akmal,Suresh Raina,5,1
Kamran Akmal,WPUJC Vaas,5,1
Kamran Khan,A Kumble,1,1
Kamran Khan,JD Ryder,4,1
Kane Williamson,A Nehra,5,0
Kane Williamson,A Zampa,6,1
Kane Williamson,AB Dinda,4,1
Kane Williamson,AD Mathews,10,1
Kane Williamson,Amit Mishra,40,1
Kane Williamson,Andre Russell,1,1
Kane Williamson,Andrew Tye,7,1
Kane Williamson,Ankit Rajpoot,3,1
Kane Williamson,Avesh Khan,4,1
Kane Williamson,Axar Patel,7,1
Kane Williamson,Barinder Sran,7,1
Kane Williamson,Ben Laughlin,6,1
Kane Williamson,Ben Stokes,11,1
Kane Williamson,Chris Morris,15,2
Kane Williamson,Chris Woakes,8,2
Kane Williamson,Colin de Grandhomme,7,2
Kane Williamson,D'Arcy Short,3,2
Kane Williamson,Dan Christian,12,1
Kane Williamson,David Willey,2,1
Kane Williamson,Deepak Chahar,37,1
Kane Williamson,Dhawal Kulkarni,9,1
Kane Williamson,Dwayne Bravo,21,1
Kane Williamson,Glenn Maxwell,6,1
Kane Williamson,Harbhajan Singh,8,1
Kane Williamson,Hardik Pandya,9,1
Kane Williamson,Harshal Patel,13,1
Kane Williamson,IC Pandey,1,1
Kane Williamson,Imran Tahir,5,1
Kane Williamson,Ish Sodhi,8,1
Kane Williamson,Ishant Sharma,6,1
Kane Williamson,JP Duminy,2,1
Kane Williamson,Jasprit Bumrah,6,1
Kane Williamson,Javon Searles,4,1
Kane Williamson,Jayant Yadav,13,1
Kane Williamson,Jaydev Unadkat,19,1
Kane Williamson,Jofra Archer,9,1
Kane Williamson,KC Cariappa,5,1
Kane Williamson,KW Richardson,4,1
Kane Williamson,Karn Sharma,11,1
Kane Williamson,Krishnappa Gowtham,10,1
Kane Williamson,Krunal Pandya,2,1
Kane Williamson,Kuldeep Yadav,32,2
Kane Williamson,Liam Plunkett,24,2
Kane Williamson,Lungi Ngidi,11,2
Kane Williamson,Mahipal Lomror,2,2
Kane Williamson,Mayank Markande,1,2
Kane Williamson,Mitchell Johnson,1,1
Kane Williamson,Mitchell McClenaghan,3,1
Kane Williamson,Moeen Ali,12,1
Kane Williamson,Mohammed Shami,11,1
Kane Williamson,Mohammed Siraj,10,1
Kane Williamson,Mohit Sharma,14,1
Kane Williamson,Mujeeb Ur Rahman,11,1
Kane Williamson,Mustafizur Rahman,7,1
Kane Williamson,NLTC Perera,5,1
Kane Williamson,NM Coulter-Nile,21,1
Kane Williamson,P Kumar,4,1
Kane Williamson,PJ Cummins,15,1
Kane Williamson,Parvez Rasool,9,1
Kane Williamson,Piyush Chawla,16,1
Kane Williamson,R Bhatia,7,1
Kane Williamson,RP Singh,4,1
Kane Williamson,Ravichandran Ashwin,25,1
Kane Williamson,Ravindra Jadeja,27,1
Kane Williamson,Shahbaz Nadeem,7,1
Kane Williamson,Shakib Al Hasan,3,1
Kane Williamson,Shane Watson,20,1
Kane Williamson,Shardul Thakur,27,2
Kane Williamson,Shivam Mavi,4,2
Kane Williamson,Shreyas Gopal,11,2
Kane Williamson,Sunil Narine,24,2
Kane Williamson,T Shamsi,6,2
Kane Williamson,Tim Southee,13,2
Kane Williamson,Trent Boult,13,2
Kane Williamson,Umesh Yadav,27,1
Kane Williamson,VR Aaron,12,1
Kane Williamson,Vijay Shankar,1,1
Kane Williamson,Yusuf Pathan,4,1
Kane Williamson,Yuzvendra Chahal,26,1
Kane Williamson,Z Khan,11,1
Karanveer Singh,Chris Morris,4,0
Karanveer Singh,Dwayne Bravo,4,0
Karanveer Singh,Harshal Patel,2,0
Karanveer Singh,MA Starc,5,1
Karanveer Singh,Mohit Sharma,1,1
Karanveer Singh,Umesh Yadav,1,1
Karn Sharma,A Chandila,5,0
Karn Sharma,A Choudhary,2,0
Karn Sharma,A Nehra,3,0
Karn Sharma,AD Mathews,3,0
Karn Sharma,AF Milne,5,0
Karn Sharma,Amit Mishra,3,0
Karn Sharma,Andre Russell,2,0
Karn Sharma,Ankit Rajpoot,3,0
Karn Sharma,Anureet Singh,2,0
Karn Sharma,Axar Patel,2,0
Karn Sharma,BE Hendricks,2,0
Karn Sharma,BW Hilfenhaus,3,0
Karn Sharma,Ben Stokes,1,1
Karn Sharma,Bhuvneshwar Kumar,7,1
Karn Sharma,Chris Morris,6,1
Karn Sharma,Dan Christian,9,1
Karn Sharma,Dwayne Bravo,19,2
Karn Sharma,GB Hogg,5,2
Karn Sharma,Harbhajan Singh,7,2
Karn Sharma,Harmeet Singh,4,2
Karn Sharma,Harshal Patel,7,2
Karn Sharma,Imran Tahir,9,2
Karn Sharma,J Botha,10,1
Karn Sharma,JA Morkel,3,1
Karn Sharma,JH Kallis,3,1
Karn Sharma,JO Holder,4,1
Karn Sharma,JP Faulkner,6,1
Karn Sharma,Jagadeesha Suchith,4,1
Karn Sharma,Jaydev Unadkat,7,1
Karn Sharma,KK Cooper,4,1
Karn Sharma,KW Richardson,3,1
Karn Sharma,Kieron Pollard,2,1
Karn Sharma,Kuldeep Yadav,2,1
Karn Sharma,L Balaji,1,1
Karn Sharma,MA Starc,1,1
Karn Sharma,MR Marsh,3,1
Karn Sharma,Mitchell Johnson,4,1
Karn Sharma,Mitchell McClenaghan,5,1
Karn Sharma,Mohit Sharma,8,1
Karn Sharma,NM Coulter-Nile,11,2
Karn Sharma,P Awana,4,1
Karn Sharma,Pawan Negi,1,1
Karn Sharma,Piyush Chawla,9,1
Karn Sharma,R Bhatia,5,1
Karn Sharma,R Dhawan,1,1
Karn Sharma,R Vinay Kumar,4,1
Karn Sharma,Ravichandran Ashwin,7,1
Karn Sharma,Ravindra Jadeja,7,1
Karn Sharma,Rohit Sharma,4,1
Karn Sharma,SB Styris,3,1
Karn Sharma,SL Malinga,6,1
Karn Sharma,Sandeep Sharma,11,1
Karn Sharma,Shakib Al Hasan,6,1
Karn Sharma,Shane Watson,8,2
Karn Sharma,Shardul Thakur,1,1
Karn Sharma,Siddarth Kaul,4,1
Karn Sharma,Sunil Narine,4,1
Karn Sharma,Umesh Yadav,6,1
Karn Sharma,Yuzvendra Chahal,4,1
Karun Nair,A Nehra,1,0
Karun Nair,A Zampa,18,1
Karun Nair,AB Dinda,22,1
Karun Nair,AD Mathews,9,1
Karun Nair,Amit Mishra,43,2
Karun Nair,Andre Russell,26,1
Karun Nair,Ankit Sharma,2,1
Karun Nair,Anureet Singh,11,2
Karun Nair,Avesh Khan,13,2
Karun Nair,Axar Patel,15,2
Karun Nair,Azhar Mahmood,2,2
Karun Nair,BE Hendricks,3,2
Karun Nair,Barinder Sran,19,2
Karun Nair,Basil Thampi,6,2
Karun Nair,Ben Cutting,4,2
Karun Nair,Ben Stokes,15,1
Karun Nair,Bhuvneshwar Kumar,24,1
Karun Nair,Billy Stanlake,1,1
Karun Nair,Chris Anderson,10,1
Karun Nair,Chris Morris,3,1
Karun Nair,Chris Woakes,11,1
Karun Nair,Colin de Grandhomme,2,1
Karun Nair,D Wiese,26,1
Karun Nair,DR Smith,3,1
Karun Nair,DW Steyn,5,1
Karun Nair,Dan Christian,18,1
Karun Nair,Deepak Chahar,3,1
Karun Nair,Deepak Hooda,9,1
Karun Nair,Dhawal Kulkarni,6,1
Karun Nair,Dwayne Bravo,18,2
Karun Nair,GB Hogg,8,2
Karun Nair,GS Sandhu,8,2
Karun Nair,Glenn Maxwell,4,2
Karun Nair,Harbhajan Singh,21,4
Karun Nair,Hardik Pandya,2,1
Karun Nair,Harshal Patel,18,1
Karun Nair,IC Pandey,2,1
Karun Nair,IK Pathan,10,1
Karun Nair,Imran Tahir,10,1
Karun Nair,Iqbal Abdulla,5,1
Karun Nair,Ishant Sharma,7,1
Karun Nair,JA Morkel,4,1
Karun Nair,JO Holder,10,1
Karun Nair,JP Duminy,1,1
Karun Nair,JP Faulkner,2,1
Karun Nair,JW Hastings,5,1
Karun Nair,Jasprit Bumrah,8,2
Karun Nair,Javon Searles,3,2
Karun Nair,Jaydev Unadkat,27,1
Karun Nair,Jofra Archer,3,1
Karun Nair,K Santokie,9,1
Karun Nair,KC Cariappa,5,1
Karun Nair,Karn Sharma,12,1
Karun Nair,Kieron Pollard,9,1
Karun Nair,Krishnappa Gowtham,2,1
Karun Nair,Krunal Pandya,2,1
Karun Nair,Kuldeep Yadav,4,1
Karun Nair,Kulwant Khejroliya,7,1
Karun Nair,L Balaji,3,1
Karun Nair,Liam Plunkett,6,1
Karun Nair,Lungi Ngidi,1,1
Karun Nair,M Morkel,5,1
Karun Nair,MA Starc,15,1
Karun Nair,MC Henriques,23,2
Karun Nair,Marcus Stoinis,3,2
Karun Nair,Mayank Markande,3,2
Karun Nair,Mitchell Johnson,14,2
Karun Nair,Mitchell McClenaghan,17,2
Karun Nair,Mohammed Shami,21,2
Karun Nair,Mohammed Siraj,16,1
Karun Nair,Mohit Sharma,7,1
Karun Nair,Mustafizur Rahman,15,1
Karun Nair,NLTC Perera,11,1
Karun Nair,NM Coulter-Nile,21,2
Karun Nair,P Kumar,5,2
Karun Nair,PP Ojha,14,2
Karun Nair,Parvez Rasool,1,2
Karun Nair,Pawan Negi,5,2
Karun Nair,Piyush Chawla,4,2
Karun Nair,Pradeep Sangwan,11,1
Karun Nair,R Bhatia,6,1
Karun Nair,R Rampaul,7,1
Karun Nair,R Shukla,2,1
Karun Nair,R Vinay Kumar,12,1
Karun Nair,RN ten Doeschate,6,1
Karun Nair,RS Bopara,3,1
Karun Nair,Rahul Tewatia,8,1
Karun Nair,Rashid Khan,14,1
Karun Nair,Ravichandran Ashwin,13,1
Karun Nair,Ravindra Jadeja,22,1
Karun Nair,Rohit Sharma,5,1
Karun Nair,S Aravind,7,1
Karun Nair,S Badree,3,1
Karun Nair,SL Malinga,4,1
Karun Nair,SM Boland,5,1
Karun Nair,Sandeep Sharma,15,1
Karun Nair,Shahbaz Nadeem,7,1
Karun Nair,Shakib Al Hasan,22,1
Karun Nair,Shane Watson,13,1
Karun Nair,Shardul Thakur,14,1
Karun Nair,Shivam Sharma,4,1
Karun Nair,Shreyas Gopal,15,1
Karun Nair,Siddarth Kaul,27,1
Karun Nair,Sunil Narine,26,1
Karun Nair,T Natarajan,2,1
Karun Nair,TS Mills,2,1
Karun Nair,Trent Boult,3,1
Karun Nair,Umesh Yadav,25,2
Karun Nair,VR Aaron,6,1
Karun Nair,Virat Kohli,1,1
Karun Nair,WD Parnell,8,1
Karun Nair,Washington Sundar,16,1
Karun Nair,Yuvraj Singh,13,1
Karun Nair,Yuzvendra Chahal,39,1
Karun Nair,Z Khan,2,1
Kedar Jadhav,A Ashish Reddy,3,0
Kedar Jadhav,A Kumble,7,0
Kedar Jadhav,A Mithun,4,0
Kedar Jadhav,A Nehra,8,0
Kedar Jadhav,AB Agarkar,1,0
Kedar Jadhav,AB Dinda,5,1
Kedar Jadhav,AM Nayar,1,1
Kedar Jadhav,AN Ahmed,9,1
Kedar Jadhav,Amit Mishra,15,1
Kedar Jadhav,Amit Singh,1,1
Kedar Jadhav,Anand Rajan,2,1
Kedar Jadhav,Andre Russell,1,1
Kedar Jadhav,Andrew Tye,13,1
Kedar Jadhav,Ankit Rajpoot,2,1
Kedar Jadhav,Ankit Soni,4,1
Kedar Jadhav,Anureet Singh,3,1
Kedar Jadhav,Axar Patel,2,1
Kedar Jadhav,BAW Mendis,3,1
Kedar Jadhav,BW Hilfenhaus,5,1
Kedar Jadhav,Barinder Sran,1,1
Kedar Jadhav,Basil Thampi,6,1
Kedar Jadhav,Ben Cutting,5,1
Kedar Jadhav,Ben Stokes,1,1
Kedar Jadhav,Bhuvneshwar Kumar,30,1
Kedar Jadhav,CK Langeveldt,1,1
Kedar Jadhav,Carlos Brathwaite,8,1
Kedar Jadhav,Chris Morris,7,1
Kedar Jadhav,Chris Woakes,4,1
Kedar Jadhav,D Wiese,5,1
Kedar Jadhav,DE Bollinger,1,1
Kedar Jadhav,DW Steyn,10,1
Kedar Jadhav,Dan Christian,11,1
Kedar Jadhav,Deepak Hooda,1,1
Kedar Jadhav,Dhawal Kulkarni,4,1
Kedar Jadhav,Dwayne Bravo,5,1
Kedar Jadhav,Harbhajan Singh,6,1
Kedar Jadhav,Hardik Pandya,4,1
Kedar Jadhav,Harmeet Singh,3,1
Kedar Jadhav,Harshal Patel,8,2
Kedar Jadhav,IC Pandey,6,2
Kedar Jadhav,IK Pathan,3,2
Kedar Jadhav,Imran Tahir,14,2
Kedar Jadhav,Iqbal Abdulla,14,2
Kedar Jadhav,Ishant Sharma,13,1
Kedar Jadhav,J Botha,3,1
Kedar Jadhav,JA Morkel,5,2
Kedar Jadhav,JH Kallis,13,2
Kedar Jadhav,JP Faulkner,13,2
Kedar Jadhav,Jagadeesha Suchith,8,2
Kedar Jadhav,Jasprit Bumrah,20,2
Kedar Jadhav,Jaydev Unadkat,7,2
Kedar Jadhav,KP Appanna,6,1
Kedar Jadhav,KW Richardson,11,1
Kedar Jadhav,Karn Sharma,7,1
Kedar Jadhav,Krunal Pandya,6,1
Kedar Jadhav,L Balaji,5,1
Kedar Jadhav,LH Ferguson,6,1
Kedar Jadhav,M Kartik,3,1
Kedar Jadhav,M de Lange,2,1
Kedar Jadhav,MA Starc,7,1
Kedar Jadhav,MC Henriques,11,1
Kedar Jadhav,Mayank Markande,7,1
Kedar Jadhav,Mitchell McClenaghan,7,1
Kedar Jadhav,Mohammed Shami,8,1
Kedar Jadhav,Mohit Sharma,15,2
Kedar Jadhav,Mustafizur Rahman,18,2
Kedar Jadhav,NLTC Perera,10,2
Kedar Jadhav,NM Coulter-Nile,6,1
Kedar Jadhav,P Awana,4,1
Kedar Jadhav,P Kumar,13,1
Kedar Jadhav,PJ Cummins,6,1
Kedar Jadhav,PP Ojha,1,1
Kedar Jadhav,PV Tambe,4,1
Kedar Jadhav,Parvez Rasool,2,1
Kedar Jadhav,Piyush Chawla,1,1
Kedar Jadhav,R Bhatia,4,1
Kedar Jadhav,R Rampaul,3,1
Kedar Jadhav,R Vinay Kumar,19,1
Kedar Jadhav,RP Singh,5,1
Kedar Jadhav,RS Bopara,5,1
Kedar Jadhav,Rashid Khan,2,1
Kedar Jadhav,Ravichandran Ashwin,24,1
Kedar Jadhav,Ravindra Jadeja,25,1
Kedar Jadhav,S Narwal,2,1
Kedar Jadhav,SK Trivedi,15,1
Kedar Jadhav,SK Warne,4,1
Kedar Jadhav,SL Malinga,8,1
Kedar Jadhav,SW Tait,2,1
Kedar Jadhav,Sandeep Sharma,5,1
Kedar Jadhav,Shahbaz Nadeem,7,1
Kedar Jadhav,Shakib Al Hasan,3,1
Kedar Jadhav,Shane Watson,8,1
Kedar Jadhav,Shardul Thakur,1,1
Kedar Jadhav,Stuart Binny,4,1
Kedar Jadhav,Sunil Narine,17,1
Kedar Jadhav,Umesh Yadav,5,1
Kedar Jadhav,VR Aaron,9,1
Kedar Jadhav,Yusuf Pathan,3,1
Kedar Jadhav,Yuvraj Singh,9,1
Kedar Jadhav,Yuzvendra Chahal,3,1
Kedar Jadhav,Z Khan,20,1
Kieron Pollard,A Kumble,9,1
Kieron Pollard,A Nehra,24,2
Kieron Pollard,A Zampa,6,1
Kieron Pollard,AA Chavan,9,1
Kieron Pollard,AB Agarkar,11,1
Kieron Pollard,AB Dinda,11,1
Kieron Pollard,AB McDonald,5,1
Kieron Pollard,AC Thomas,8,1
Kieron Pollard,AD Mathews,7,1
Kieron Pollard,AF Milne,3,1
Kieron Pollard,AL Menaria,5,1
Kieron Pollard,AP Dole,9,1
Kieron Pollard,Amit Mishra,83,1
Kieron Pollard,Amit Singh,4,1
Kieron Pollard,Anand Rajan,6,1
Kieron Pollard,Andre Russell,14,1
Kieron Pollard,Andrew Tye,5,1
Kieron Pollard,Ankit Rajpoot,15,1
Kieron Pollard,Ankit Sharma,6,1
Kieron Pollard,Anureet Singh,5,1
Kieron Pollard,Axar Patel,26,1
Kieron Pollard,Azhar Mahmood,13,1
Kieron Pollard,B Lee,6,1
Kieron Pollard,BA Bhatt,4,1
Kieron Pollard,BE Hendricks,3,1
Kieron Pollard,BW Hilfenhaus,10,1
Kieron Pollard,Barinder Sran,5,1
Kieron Pollard,Basil Thampi,11,1
Kieron Pollard,Ben Laughlin,7,1
Kieron Pollard,Ben Stokes,13,1
Kieron Pollard,Bhuvneshwar Kumar,12,3
Kieron Pollard,Billy Stanlake,8,1
Kieron Pollard,CL White,3,1
Kieron Pollard,Chris Anderson,2,1
Kieron Pollard,Chris Gayle,6,1
Kieron Pollard,Chris Morris,23,1
Kieron Pollard,Chris Woakes,6,2
Kieron Pollard,Corey Anderson,6,2
Kieron Pollard,D Wiese,5,1
Kieron Pollard,DE Bollinger,8,1
Kieron Pollard,DJ Hussey,3,1
Kieron Pollard,DJG Sammy,5,1
Kieron Pollard,DL Vettori,4,1
Kieron Pollard,DP Nannes,8,1
Kieron Pollard,DR Smith,6,1
Kieron Pollard,DW Steyn,45,1
Kieron Pollard,Dan Christian,2,2
Kieron Pollard,Dhawal Kulkarni,18,1
Kieron Pollard,Dwayne Bravo,64,3
Kieron Pollard,GB Hogg,8,3
Kieron Pollard,Harshal Patel,20,3
Kieron Pollard,IC Pandey,6,3
Kieron Pollard,IK Pathan,15,3
Kieron Pollard,Imran Tahir,19,1
Kieron Pollard,Iqbal Abdulla,9,1
Kieron Pollard,Ishant Sharma,17,1
Kieron Pollard,J Botha,11,1
Kieron Pollard,J Syed Mohammad,7,1
Kieron Pollard,J Theron,7,1
Kieron Pollard,JA Morkel,8,1
Kieron Pollard,JE Taylor,8,1
Kieron Pollard,JH Kallis,7,1
Kieron Pollard,JP Duminy,3,1
Kieron Pollard,JP Faulkner,28,2
Kieron Pollard,JR Hopes,2,2
Kieron Pollard,Jaskaran Singh,2,1
Kieron Pollard,Jaydev Unadkat,19,1
Kieron Pollard,Jofra Archer,6,1
Kieron Pollard,Joginder Sharma,3,1
Kieron Pollard,KC Cariappa,8,1
Kieron Pollard,KK Cooper,11,2
Kieron Pollard,KP Appanna,3,2
Kieron Pollard,KW Richardson,4,2
Kieron Pollard,Kagiso Rabada,9,2
Kieron Pollard,Karn Sharma,19,2
Kieron Pollard,Kuldeep Yadav,7,2
Kieron Pollard,L Balaji,11,1
Kieron Pollard,LH Ferguson,5,1
Kieron Pollard,LR Shukla,5,1
Kieron Pollard,Liam Plunkett,2,1
Kieron Pollard,M Kartik,7,1
Kieron Pollard,M Morkel,13,1
Kieron Pollard,M Muralitharan,14,1
Kieron Pollard,MA Starc,13,1
Kieron Pollard,MC Henriques,6,1
Kieron Pollard,MF Maharoof,1,1
Kieron Pollard,MJ Henry,4,1
Kieron Pollard,MM Patel,7,1
Kieron Pollard,MN Samuels,2,1
Kieron Pollard,MR Marsh,11,1
Kieron Pollard,MS Gony,8,1
Kieron Pollard,Marcus Stoinis,16,1
Kieron Pollard,Mitchell Johnson,17,1
Kieron Pollard,Mohammed Shami,8,1
Kieron Pollard,Mohammed Siraj,10,1
Kieron Pollard,Mohit Sharma,34,3
Kieron Pollard,Mustafizur Rahman,3,3
Kieron Pollard,NLTC Perera,17,3
Kieron Pollard,NM Coulter-Nile,7,3
Kieron Pollard,P Awana,12,2
Kieron Pollard,P Kumar,15,2
Kieron Pollard,PC Valthaty,4,2
Kieron Pollard,PJ Cummins,19,1
Kieron Pollard,PP Ojha,8,1
Kieron Pollard,PV Tambe,14,1
Kieron Pollard,Pankaj Singh,6,1
Kieron Pollard,Pawan Negi,23,1
Kieron Pollard,Piyush Chawla,36,1
Kieron Pollard,R Bhatia,22,2
Kieron Pollard,R Dhawan,8,2
Kieron Pollard,R McLaren,4,1
Kieron Pollard,R Sathish,6,1
Kieron Pollard,R Vinay Kumar,20,1
Kieron Pollard,RE van der Merwe,4,1
Kieron Pollard,RJ Harris,13,1
Kieron Pollard,RP Singh,6,1
Kieron Pollard,RR Powar,4,1
Kieron Pollard,Rahul Tewatia,4,1
Kieron Pollard,Rashid Khan,17,1
Kieron Pollard,Ravichandran Ashwin,26,3
Kieron Pollard,Ravindra Jadeja,37,2
Kieron Pollard,Rohit Sharma,12,1
Kieron Pollard,S Aravind,23,1
Kieron Pollard,S Badree,6,1
Kieron Pollard,S Ladda,8,1
Kieron Pollard,S Tyagi,1,1
Kieron Pollard,SB Jakati,5,1
Kieron Pollard,SJ Srivastava,7,1
Kieron Pollard,SK Trivedi,19,1
Kieron Pollard,SK Warne,6,1
Kieron Pollard,SMSM Senanayake,5,1
Kieron Pollard,Sandeep Lamichhane,1,1
Kieron Pollard,Sandeep Sharma,15,1
Kieron Pollard,Shahbaz Nadeem,17,1
Kieron Pollard,Shakib Al Hasan,32,1
Kieron Pollard,Shane Watson,43,1
Kieron Pollard,Shardul Thakur,3,1
Kieron Pollard,Shivam Sharma,3,1
Kieron Pollard,Siddarth Kaul,3,1
Kieron Pollard,Stuart Binny,9,1
Kieron Pollard,Sunil Narine,30,1
Kieron Pollard,TS Mills,8,1
Kieron Pollard,Tim Southee,9,1
Kieron Pollard,Trent Boult,15,1
Kieron Pollard,Umesh Yadav,29,1
Kieron Pollard,VR Aaron,11,1
Kieron Pollard,VS Malik,2,1
Kieron Pollard,WD Parnell,7,1
Kieron Pollard,Washington Sundar,5,1
Kieron Pollard,Yuvraj Singh,7,1
Kieron Pollard,Yuzvendra Chahal,33,3
Kieron Pollard,Z Khan,32,1
Krishnappa Gowtham,Andre Russell,2,0
Krishnappa Gowtham,Andrew Tye,2,0
Krishnappa Gowtham,Ankit Rajpoot,2,1
Krishnappa Gowtham,Basil Thampi,4,1
Krishnappa Gowtham,David Willey,5,1
Krishnappa Gowtham,Hardik Pandya,3,1
Krishnappa Gowtham,Jasprit Bumrah,4,1
Krishnappa Gowtham,Kuldeep Yadav,3,1
Krishnappa Gowtham,Liam Plunkett,2,1
Krishnappa Gowtham,Marcus Stoinis,2,1
Krishnappa Gowtham,Mohammed Shami,2,1
Krishnappa Gowtham,Mohit Sharma,2,1
Krishnappa Gowtham,Mujeeb Ur Rahman,2,1
Krishnappa Gowtham,Mustafizur Rahman,4,1
Krishnappa Gowtham,Piyush Chawla,3,1
Krishnappa Gowtham,Prasidh Krishna,5,1
Krishnappa Gowtham,Sam Curran,1,1
Krishnappa Gowtham,Shane Watson,2,1
Krishnappa Gowtham,Shivam Mavi,2,1
Krishnappa Gowtham,Siddarth Kaul,3,1
Krishnappa Gowtham,Sunil Narine,3,1
Krishnappa Gowtham,Tim Southee,5,1
Krishnappa Gowtham,Trent Boult,4,1
Krunal Pandya,A Nehra,12,0
Krunal Pandya,A Zampa,9,0
Krunal Pandya,Amit Mishra,17,1
Krunal Pandya,Andre Russell,4,1
Krunal Pandya,Andrew Tye,9,1
Krunal Pandya,Ankit Rajpoot,13,1
Krunal Pandya,Axar Patel,11,1
Krunal Pandya,Barinder Sran,7,1
Krunal Pandya,Basil Thampi,8,1
Krunal Pandya,Ben Cutting,6,1
Krunal Pandya,Ben Stokes,5,1
Krunal Pandya,Bhuvneshwar Kumar,14,1
Krunal Pandya,Bipul Sharma,6,1
Krunal Pandya,Chris Morris,2,1
Krunal Pandya,Colin de Grandhomme,5,1
Krunal Pandya,DR Smith,3,1
Krunal Pandya,Dan Christian,18,1
Krunal Pandya,Dwayne Bravo,17,1
Krunal Pandya,IK Pathan,4,1
Krunal Pandya,Imran Tahir,18,1
Krunal Pandya,JP Faulkner,13,1
Krunal Pandya,Jaydev Unadkat,16,1
Krunal Pandya,Jofra Archer,5,1
Krunal Pandya,KC Cariappa,3,1
Krunal Pandya,Kagiso Rabada,4,1
Krunal Pandya,Kuldeep Yadav,1,1
Krunal Pandya,LH Ferguson,6,1
Krunal Pandya,MC Henriques,3,1
