batsmen,bowler,balls,wickets
Dwayne Bravo,Yuzvendra Chahal,1,1
Evin Lewis,Amit Mishra,7,1
Evin Lewis,Andre Russell,2,1
Evin Lewis,Andrew Tye,2,1
Evin Lewis,Ankit Rajpoot,6,1
Evin Lewis,Ben Stokes,7,1
Evin Lewis,Billy Stanlake,7,1
Evin Lewis,Chris Woakes,9,1
Evin Lewis,Corey Anderson,3,1
Evin Lewis,Dan Christian,6,1
Evin Lewis,Deepak Chahar,3,1
Evin Lewis,Dhawal Kulkarni,11,2
Evin Lewis,Dwayne Bravo,7,1
Evin Lewis,Glenn Maxwell,16,1
Evin Lewis,Harbhajan Singh,13,1
Evin Lewis,Harshal Patel,5,1
Evin Lewis,Imran Tahir,10,1
Evin Lewis,Jaydev Unadkat,6,1
Evin Lewis,Jofra Archer,8,1
Evin Lewis,Krishnappa Gowtham,7,1
Evin Lewis,Kuldeep Yadav,5,1
Evin Lewis,Liam Plunkett,7,1
Evin Lewis,Mohammad Nabi,1,1
Evin Lewis,Mohammed Siraj,10,1
Evin Lewis,Mohit Sharma,4,1
Evin Lewis,Mujeeb Ur Rahman,2,1
Evin Lewis,Nitish Rana,9,1
Evin Lewis,Piyush Chawla,7,1
Evin Lewis,Prasidh Krishna,9,1
Evin Lewis,Rahul Tewatia,8,1
Evin Lewis,Rashid Khan,1,1
Evin Lewis,Ravichandran Ashwin,7,1
Evin Lewis,Sam Curran,4,1
Evin Lewis,Sandeep Lamichhane,1,1
Evin Lewis,Sandeep Sharma,14,1
Evin Lewis,Shahbaz Nadeem,8,1
Evin Lewis,Shane Watson,3,1
Evin Lewis,Shardul Thakur,11,1
Evin Lewis,Shreyas Gopal,7,1
Evin Lewis,Siddarth Kaul,4,1
Evin Lewis,Sunil Narine,6,1
Evin Lewis,Trent Boult,5,1
Evin Lewis,Umesh Yadav,6,1
Evin Lewis,Washington Sundar,6,1
Evin Lewis,Yuzvendra Chahal,10,1
Faf du Plessis,Amit Mishra,6,0
Faf du Plessis,Ankit Rajpoot,13,1
Faf du Plessis,Avesh Khan,8,1
Faf du Plessis,Bhuvneshwar Kumar,12,1
Faf du Plessis,Billy Stanlake,1,1
Faf du Plessis,Carlos Brathwaite,11,1
Faf du Plessis,Liam Plunkett,4,1
Faf du Plessis,Mitchell Johnson,5,1
Faf du Plessis,Mohit Sharma,2,1
Faf du Plessis,Piyush Chawla,7,1
Faf du Plessis,Rahul Tewatia,6,1
Faf du Plessis,Rashid Khan,10,1
Faf du Plessis,Sandeep Sharma,12,1
Faf du Plessis,Shakib Al Hasan,11,1
Faf du Plessis,Shivam Mavi,2,1
Faf du Plessis,Siddarth Kaul,10,1
Faf du Plessis,Sunil Narine,1,1
Faf du Plessis,Trent Boult,5,1
Faf du Plessis,Vijay Shankar,4,1
Gautam Gambhir,Akila Dananjaya,1,0
Gautam Gambhir,Andre Russell,3,0
Gautam Gambhir,Andrew Tye,14,1
Gautam Gambhir,Ankit Rajpoot,10,1
Gautam Gambhir,Axar Patel,9,1
Gautam Gambhir,Barinder Sran,1,1
Gautam Gambhir,Chris Woakes,4,1
Gautam Gambhir,Hardik Pandya,5,1
Gautam Gambhir,Jasprit Bumrah,6,1
Gautam Gambhir,Marcus Stoinis,2,1
Gautam Gambhir,Mohit Sharma,6,1
Gautam Gambhir,Mujeeb Ur Rahman,8,1
Gautam Gambhir,Mustafizur Rahman,4,1
Gautam Gambhir,Piyush Chawla,2,1
Gautam Gambhir,Ravichandran Ashwin,8,1
Gautam Gambhir,Shivam Mavi,2,1
Gautam Gambhir,Umesh Yadav,6,1
Glenn Maxwell,Andre Russell,3,0
Glenn Maxwell,Andrew Tye,5,0
Glenn Maxwell,Ankit Rajpoot,5,1
Glenn Maxwell,Ben Laughlin,1,1
Glenn Maxwell,Bhuvneshwar Kumar,2,1
Glenn Maxwell,Dhawal Kulkarni,3,1
Glenn Maxwell,Dwayne Bravo,3,1
Glenn Maxwell,Harbhajan Singh,1,1
Glenn Maxwell,Hardik Pandya,3,1
Glenn Maxwell,Jasprit Bumrah,7,1
Glenn Maxwell,Jaydev Unadkat,8,1
Glenn Maxwell,Jofra Archer,3,1
Glenn Maxwell,Krishnappa Gowtham,2,1
Glenn Maxwell,Krunal Pandya,6,1
Glenn Maxwell,Kuldeep Yadav,9,1
Glenn Maxwell,Lungi Ngidi,1,1
Glenn Maxwell,Mayank Markande,4,1
Glenn Maxwell,Mitchell Johnson,5,1
Glenn Maxwell,Mohammed Siraj,3,1
Glenn Maxwell,Mustafizur Rahman,5,1
Glenn Maxwell,Piyush Chawla,6,1
Glenn Maxwell,Rashid Khan,3,1
Glenn Maxwell,Ravindra Jadeja,8,2
Glenn Maxwell,Sam Curran,6,2
Glenn Maxwell,Sandeep Sharma,2,2
Glenn Maxwell,Shakib Al Hasan,1,2
Glenn Maxwell,Shivam Mavi,6,2
Glenn Maxwell,Siddarth Kaul,3,2
Glenn Maxwell,Sunil Narine,5,2
Glenn Maxwell,Washington Sundar,1,2
Glenn Maxwell,Yuzvendra Chahal,2,1
Harbhajan Singh,Andrew Tye,3,0
Harbhajan Singh,Ankit Rajpoot,9,0
Harbhajan Singh,Axar Patel,7,0
Harbhajan Singh,Carlos Brathwaite,1,0
Harbhajan Singh,Mitchell McClenaghan,3,1
Harbhajan Singh,Mohit Sharma,3,1
Harbhajan Singh,Mustafizur Rahman,3,1
Harbhajan Singh,Rashid Khan,4,1
Harbhajan Singh,Ravichandran Ashwin,1,1
Harbhajan Singh,Siddarth Kaul,4,1
Hardik Pandya,Amit Mishra,6,1
Hardik Pandya,Andre Russell,1,1
Hardik Pandya,Andrew Tye,12,2
Hardik Pandya,Basil Thampi,3,2
Hardik Pandya,Ben Stokes,6,1
Hardik Pandya,Chris Woakes,4,1
Hardik Pandya,Colin de Grandhomme,11,1
Hardik Pandya,Corey Anderson,1,1
Hardik Pandya,Dhawal Kulkarni,1,1
Hardik Pandya,Dwayne Bravo,11,1
Hardik Pandya,Harshal Patel,3,1
Hardik Pandya,Imran Tahir,5,1
Hardik Pandya,Jaydev Unadkat,9,1
Hardik Pandya,Jofra Archer,9,1
Hardik Pandya,Marcus Stoinis,2,1
Hardik Pandya,Mark Wood,7,1
Hardik Pandya,Mitchell Johnson,6,1
Hardik Pandya,Mohammed Shami,1,1
Hardik Pandya,Mohammed Siraj,10,1
Hardik Pandya,Mujeeb Ur Rahman,6,1
Hardik Pandya,Piyush Chawla,3,1
Hardik Pandya,Prasidh Krishna,8,1
Hardik Pandya,Rashid Khan,10,1
Hardik Pandya,Ravichandran Ashwin,6,1
Hardik Pandya,Sam Curran,11,1
Hardik Pandya,Sandeep Lamichhane,6,1
Hardik Pandya,Shane Watson,4,1
Hardik Pandya,Shardul Thakur,1,1
Hardik Pandya,Siddarth Kaul,6,1
Hardik Pandya,Sunil Narine,7,1
Hardik Pandya,Tim Southee,3,1
Hardik Pandya,Trent Boult,5,1
Hardik Pandya,Umesh Yadav,3,1
Hardik Pandya,Washington Sundar,5,1
Hardik Pandya,Yuzvendra Chahal,13,1
Harshal Patel,Dwayne Bravo,7,0
Harshal Patel,Lungi Ngidi,4,0
Harshal Patel,Rashid Khan,8,0
Harshal Patel,Sandeep Sharma,4,0
Harshal Patel,Shakib Al Hasan,2,0
Harshal Patel,Shardul Thakur,5,0
Harshal Patel,Siddarth Kaul,3,0
Heinrich Klaasen,Andre Russell,4,0
Heinrich Klaasen,Deepak Chahar,2,0
Heinrich Klaasen,Kuldeep Yadav,4,0
Heinrich Klaasen,Moeen Ali,1,0
Heinrich Klaasen,Mohammed Siraj,11,1
Heinrich Klaasen,Mustafizur Rahman,1,1
Heinrich Klaasen,Piyush Chawla,3,1
Heinrich Klaasen,Prasidh Krishna,4,1
Heinrich Klaasen,Shardul Thakur,5,1
Heinrich Klaasen,Sunil Narine,3,1
Heinrich Klaasen,Tim Southee,3,1
Heinrich Klaasen,Umesh Yadav,4,1
Heinrich Klaasen,Yuzvendra Chahal,3,1
Imran Tahir,Hardik Pandya,1,0
Imran Tahir,Mitchell McClenaghan,1,0
Ish Sodhi,Kuldeep Yadav,1,0
Ish Sodhi,Prasidh Krishna,3,1
Ish Sodhi,Sunil Narine,2,1
Ishan Kishan,Amit Mishra,1,1
Ishan Kishan,Andre Russell,4,1
Ishan Kishan,Andrew Tye,7,1
Ishan Kishan,Ankit Rajpoot,2,1
Ishan Kishan,Axar Patel,3,1
Ishan Kishan,Ben Stokes,10,1
Ishan Kishan,Dan Christian,7,1
Ishan Kishan,Deepak Chahar,2,1
Ishan Kishan,Dhawal Kulkarni,14,1
Ishan Kishan,Dwayne Bravo,1,1
Ishan Kishan,Glenn Maxwell,7,1
Ishan Kishan,Harbhajan Singh,5,1
Ishan Kishan,Harshal Patel,1,1
Ishan Kishan,Imran Tahir,6,1
Ishan Kishan,Jaydev Unadkat,9,1
Ishan Kishan,Jofra Archer,6,1
Ishan Kishan,Krishnappa Gowtham,7,1
Ishan Kishan,Kuldeep Yadav,7,1
Ishan Kishan,Liam Plunkett,5,1
Ishan Kishan,Marcus Stoinis,3,1
Ishan Kishan,Mark Wood,5,1
Ishan Kishan,Mohammad Nabi,2,1
Ishan Kishan,Mohammed Shami,5,1
Ishan Kishan,Mohit Sharma,5,1
Ishan Kishan,Mujeeb Ur Rahman,6,1
Ishan Kishan,Piyush Chawla,6,1
Ishan Kishan,Prasidh Krishna,2,1
Ishan Kishan,Rahul Tewatia,5,1
Ishan Kishan,Rashid Khan,5,1
Ishan Kishan,Ravichandran Ashwin,6,1
Ishan Kishan,Ravindra Jadeja,5,1
Ishan Kishan,Sandeep Lamichhane,1,1
Ishan Kishan,Sandeep Sharma,3,1
Ishan Kishan,Shane Watson,5,1
Ishan Kishan,Shreyas Gopal,7,1
Ishan Kishan,Siddarth Kaul,2,1
Ishan Kishan,Sunil Narine,3,1
Ishan Kishan,Tim Southee,1,1
Ishan Kishan,Trent Boult,5,1
Ishan Kishan,Umesh Yadav,1,1
JP Duminy,Colin de Grandhomme,3,1
JP Duminy,Mitchell Johnson,5,1
JP Duminy,Mohammed Siraj,8,1
JP Duminy,Prasidh Krishna,2,1
JP Duminy,Sunil Narine,5,1
JP Duminy,Tim Southee,7,1
JP Duminy,Umesh Yadav,6,1
JP Duminy,Washington Sundar,1,1
JP Duminy,Yuzvendra Chahal,9,1
Jason Roy,Akila Dananjaya,13,0
Jason Roy,Bhuvneshwar Kumar,6,0
Jason Roy,Chris Woakes,2,0
Jason Roy,Hardik Pandya,7,0
Jason Roy,Jasprit Bumrah,9,0
Jason Roy,Krunal Pandya,7,0
Jason Roy,Mayank Markande,5,0
Jason Roy,Mustafizur Rahman,13,0
Jason Roy,Piyush Chawla,4,0
Jason Roy,Sandeep Sharma,4,0
Jason Roy,Shakib Al Hasan,3,1
Jason Roy,Umesh Yadav,14,1
Jason Roy,Yuzvendra Chahal,11,2
Jasprit Bumrah,Basil Thampi,2,0
Jasprit Bumrah,Harshal Patel,1,1
Jasprit Bumrah,Sandeep Sharma,1,1
Jasprit Bumrah,Siddarth Kaul,7,1
Javon Searles,Barinder Sran,1,0
Javon Searles,Ben Laughlin,2,1
Javon Searles,Jofra Archer,3,1
Jaydev Unadkat,Andre Russell,3,0
Jaydev Unadkat,Andrew Tye,6,1
Jaydev Unadkat,Ankit Rajpoot,2,1
Jaydev Unadkat,Karn Sharma,5,1
Jaydev Unadkat,Kuldeep Yadav,2,1
Jaydev Unadkat,Prasidh Krishna,3,1
Jaydev Unadkat,Ravindra Jadeja,2,1
Jaydev Unadkat,Shardul Thakur,3,1
Jaydev Unadkat,Shivam Mavi,6,1
Jaydev Unadkat,Siddarth Kaul,2,1
Jaydev Unadkat,Sunil Narine,4,1
Jofra Archer,Andre Russell,2,1
Jofra Archer,Andrew Tye,1,1
Jofra Archer,Basil Thampi,1,1
Jofra Archer,Hardik Pandya,1,1
Jofra Archer,Jasprit Bumrah,6,1
Jofra Archer,Mujeeb Ur Rahman,1,1
Jofra Archer,Mustafizur Rahman,2,1
Jofra Archer,Prasidh Krishna,3,1
Jofra Archer,Umesh Yadav,4,1
Jos Buttler,Amit Mishra,5,1
Jos Buttler,Andre Russell,3,1
Jos Buttler,Andrew Tye,13,1
Jos Buttler,Ankit Rajpoot,5,1
Jos Buttler,Avesh Khan,10,1
Jos Buttler,Axar Patel,22,1
Jos Buttler,Bhuvneshwar Kumar,2,1
Jos Buttler,Chris Morris,4,1
Jos Buttler,Chris Woakes,4,1
Jos Buttler,David Willey,14,1
Jos Buttler,Deepak Chahar,6,1
Jos Buttler,Dwayne Bravo,13,1
Jos Buttler,Harbhajan Singh,8,1
Jos Buttler,Hardik Pandya,15,1
Jos Buttler,Imran Tahir,7,1
Jos Buttler,Jasprit Bumrah,8,1
Jos Buttler,Karn Sharma,4,1
Jos Buttler,Krunal Pandya,16,1
Jos Buttler,Kuldeep Yadav,6,1
Jos Buttler,Kulwant Khejroliya,1,1
Jos Buttler,Liam Plunkett,4,1
Jos Buttler,Marcus Stoinis,11,1
Jos Buttler,Mayank Markande,11,1
Jos Buttler,Mitchell McClenaghan,12,1
Jos Buttler,Mohammed Shami,7,1
Jos Buttler,Mohit Sharma,7,1
Jos Buttler,Mujeeb Ur Rahman,21,2
Jos Buttler,Pawan Negi,2,2
Jos Buttler,Piyush Chawla,2,2
Jos Buttler,Prasidh Krishna,4,2
Jos Buttler,Rahul Tewatia,7,2
Jos Buttler,Rashid Khan,6,2
Jos Buttler,Ravichandran Ashwin,19,2
Jos Buttler,Ravindra Jadeja,12,2
Jos Buttler,Sam Curran,3,2
Jos Buttler,Shahbaz Nadeem,5,2
Jos Buttler,Shakib Al Hasan,6,2
Jos Buttler,Shane Watson,9,2
Jos Buttler,Shardul Thakur,7,2
Jos Buttler,Shivam Mavi,17,1
Jos Buttler,Siddarth Kaul,2,1
Jos Buttler,Sunil Narine,9,1
Jos Buttler,Trent Boult,4,1
Jos Buttler,Umesh Yadav,2,1
Jos Buttler,Yusuf Pathan,4,1
Jos Buttler,Yuzvendra Chahal,6,1
KL Rahul,Amit Mishra,6,0
KL Rahul,Andre Russell,10,0
KL Rahul,Anureet Singh,7,0
KL Rahul,Avesh Khan,8,0
KL Rahul,Basil Thampi,2,0
KL Rahul,Ben Cutting,5,0
KL Rahul,Ben Stokes,17,0
KL Rahul,Bhuvneshwar Kumar,10,0
KL Rahul,Chris Anderson,3,0
KL Rahul,Chris Woakes,9,0
KL Rahul,Deepak Chahar,17,0
KL Rahul,Deepak Hooda,1,0
KL Rahul,Harbhajan Singh,8,1
KL Rahul,Hardik Pandya,15,1
KL Rahul,Imran Tahir,3,1
KL Rahul,Ish Sodhi,13,1
KL Rahul,Jasprit Bumrah,16,1
KL Rahul,Javon Searles,8,1
KL Rahul,Jaydev Unadkat,27,1
KL Rahul,Jofra Archer,26,1
KL Rahul,Krishnappa Gowtham,23,1
KL Rahul,Krunal Pandya,13,1
KL Rahul,Kuldeep Yadav,3,1
KL Rahul,Kulwant Khejroliya,4,1
KL Rahul,Liam Plunkett,2,1
KL Rahul,Lungi Ngidi,4,1
KL Rahul,Mahipal Lomror,6,1
KL Rahul,Mayank Markande,15,1
KL Rahul,Mitchell McClenaghan,20,1
KL Rahul,Mohammad Nabi,5,1
KL Rahul,Mohammed Shami,3,1
KL Rahul,Piyush Chawla,5,1
KL Rahul,Prasidh Krishna,8,1
KL Rahul,Rashid Khan,6,2
KL Rahul,Sandeep Sharma,12,2
KL Rahul,Shardul Thakur,2,2
KL Rahul,Shivam Mavi,6,2
KL Rahul,Shreyas Gopal,7,2
KL Rahul,Siddarth Kaul,8,2
KL Rahul,Sunil Narine,19,2
KL Rahul,Tim Southee,7,2
KL Rahul,Trent Boult,12,1
KL Rahul,Umesh Yadav,12,1
KL Rahul,Washington Sundar,3,1
KL Rahul,Yuzvendra Chahal,10,1
Kane Williamson,Amit Mishra,17,0
Kane Williamson,Andre Russell,1,0
Kane Williamson,Andrew Tye,7,1
Kane Williamson,Ankit Rajpoot,3,1
Kane Williamson,Avesh Khan,4,1
Kane Williamson,Barinder Sran,7,1
Kane Williamson,Ben Laughlin,6,1
Kane Williamson,Ben Stokes,6,1
Kane Williamson,Colin de Grandhomme,7,1
Kane Williamson,D'Arcy Short,3,1
Kane Williamson,Dan Christian,6,1
Kane Williamson,David Willey,2,1
Kane Williamson,Deepak Chahar,37,1
Kane Williamson,Dhawal Kulkarni,4,1
Kane Williamson,Dwayne Bravo,14,1
Kane Williamson,Glenn Maxwell,3,1
Kane Williamson,Harbhajan Singh,5,1
Kane Williamson,Hardik Pandya,9,1
Kane Williamson,Harshal Patel,8,1
Kane Williamson,Ish Sodhi,8,1
Kane Williamson,Jasprit Bumrah,6,1
Kane Williamson,Javon Searles,4,1
Kane Williamson,Jaydev Unadkat,19,1
Kane Williamson,Jofra Archer,9,1
Kane Williamson,Karn Sharma,11,1
Kane Williamson,Krishnappa Gowtham,10,1
Kane Williamson,Kuldeep Yadav,25,1
Kane Williamson,Liam Plunkett,24,1
Kane Williamson,Lungi Ngidi,11,1
Kane Williamson,Mahipal Lomror,2,1
Kane Williamson,Mayank Markande,1,1
Kane Williamson,Mitchell Johnson,1,1
Kane Williamson,Mitchell McClenaghan,3,1
Kane Williamson,Moeen Ali,12,1
Kane Williamson,Mohammed Siraj,10,1
Kane Williamson,Mohit Sharma,4,1
Kane Williamson,Mujeeb Ur Rahman,11,1
Kane Williamson,Mustafizur Rahman,7,1
Kane Williamson,Piyush Chawla,14,1
Kane Williamson,Ravichandran Ashwin,12,1
Kane Williamson,Ravindra Jadeja,24,1
Kane Williamson,Shahbaz Nadeem,7,1
Kane Williamson,Shane Watson,13,1
Kane Williamson,Shardul Thakur,27,2
Kane Williamson,Shivam Mavi,4,2
Kane Williamson,Shreyas Gopal,11,2
Kane Williamson,Sunil Narine,15,2
Kane Williamson,Tim Southee,13,2
Kane Williamson,Trent Boult,13,2
Kane Williamson,Umesh Yadav,19,1
Kane Williamson,Vijay Shankar,1,1
Kane Williamson,Yuzvendra Chahal,22,1
Karun Nair,Amit Mishra,20,0
Karun Nair,Andre Russell,3,1
Karun Nair,Anureet Singh,5,1
Karun Nair,Avesh Khan,5,1
Karun Nair,Basil Thampi,1,1
Karun Nair,Ben Cutting,4,1
Karun Nair,Ben Stokes,6,1
Karun Nair,Bhuvneshwar Kumar,4,1
Karun Nair,Chris Anderson,9,1
Karun Nair,Chris Morris,3,1
Karun Nair,Chris Woakes,4,1
Karun Nair,Dan Christian,12,1
Karun Nair,Dwayne Bravo,17,2
Karun Nair,Glenn Maxwell,4,2
Karun Nair,Imran Tahir,6,2
Karun Nair,Javon Searles,3,2
Karun Nair,Jaydev Unadkat,5,2
Karun Nair,Jofra Archer,3,1
Karun Nair,Krishnappa Gowtham,2,1
Karun Nair,Krunal Pandya,2,1
Karun Nair,Kulwant Khejroliya,7,1
Karun Nair,Liam Plunkett,6,1
Karun Nair,Lungi Ngidi,1,1
Karun Nair,Mayank Markande,3,1
Karun Nair,Mitchell McClenaghan,3,1
Karun Nair,Mohammed Shami,5,1
Karun Nair,Mohammed Siraj,2,1
Karun Nair,Rahul Tewatia,8,1
Karun Nair,Rashid Khan,7,1
Karun Nair,Ravindra Jadeja,10,1
Karun Nair,Shakib Al Hasan,10,1
Karun Nair,Shardul Thakur,10,1
Karun Nair,Shreyas Gopal,7,1
Karun Nair,Siddarth Kaul,8,1
Karun Nair,Trent Boult,3,1
Karun Nair,Umesh Yadav,4,1
Karun Nair,Washington Sundar,5,1
Karun Nair,Yuzvendra Chahal,8,1
Kedar Jadhav,Hardik Pandya,4,0
Kedar Jadhav,Jasprit Bumrah,5,0
Kedar Jadhav,Mayank Markande,7,0
Kedar Jadhav,Mustafizur Rahman,7,0
Kieron Pollard,Amit Mishra,4,0
Kieron Pollard,Ankit Rajpoot,5,0
Kieron Pollard,Axar Patel,9,0
Kieron Pollard,Ben Stokes,7,0
Kieron Pollard,Billy Stanlake,8,1
Kieron Pollard,Chris Woakes,2,1
Kieron Pollard,Corey Anderson,1,1
Kieron Pollard,Dan Christian,1,1
Kieron Pollard,Dhawal Kulkarni,2,1
Kieron Pollard,Jaydev Unadkat,5,1
Kieron Pollard,Jofra Archer,6,1
Kieron Pollard,Liam Plunkett,2,1
Kieron Pollard,Marcus Stoinis,9,1
Kieron Pollard,Mohammed Siraj,7,1
Kieron Pollard,Rashid Khan,10,1
Kieron Pollard,Ravichandran Ashwin,1,1
Kieron Pollard,Sandeep Lamichhane,1,1
Kieron Pollard,Shakib Al Hasan,9,1
Kieron Pollard,Siddarth Kaul,2,1
Kieron Pollard,Umesh Yadav,10,1
Kieron Pollard,Yuzvendra Chahal,3,1
Krishnappa Gowtham,Andre Russell,2,0
Krishnappa Gowtham,Andrew Tye,2,0
Krishnappa Gowtham,Ankit Rajpoot,2,1
Krishnappa Gowtham,Basil Thampi,4,1
Krishnappa Gowtham,David Willey,5,1
Krishnappa Gowtham,Hardik Pandya,3,1
Krishnappa Gowtham,Jasprit Bumrah,4,1
Krishnappa Gowtham,Kuldeep Yadav,3,1
Krishnappa Gowtham,Liam Plunkett,2,1
Krishnappa Gowtham,Marcus Stoinis,2,1
Krishnappa Gowtham,Mohammed Shami,2,1
Krishnappa Gowtham,Mohit Sharma,2,1
Krishnappa Gowtham,Mujeeb Ur Rahman,2,1
Krishnappa Gowtham,Mustafizur Rahman,4,1
Krishnappa Gowtham,Piyush Chawla,3,1
Krishnappa Gowtham,Prasidh Krishna,5,1
Krishnappa Gowtham,Sam Curran,1,1
Krishnappa Gowtham,Shane Watson,2,1
Krishnappa Gowtham,Shivam Mavi,2,1
Krishnappa Gowtham,Siddarth Kaul,3,1
Krishnappa Gowtham,Sunil Narine,3,1
Krishnappa Gowtham,Tim Southee,5,1
Krishnappa Gowtham,Trent Boult,4,1
Krunal Pandya,Andre Russell,4,0
Krunal Pandya,Andrew Tye,9,0
Krunal Pandya,Ankit Rajpoot,6,0
Krunal Pandya,Axar Patel,7,0
Krunal Pandya,Ben Stokes,2,0
Krunal Pandya,Colin de Grandhomme,5,0
Krunal Pandya,Dan Christian,1,0
Krunal Pandya,Dwayne Bravo,10,0
Krunal Pandya,Imran Tahir,2,0
Krunal Pandya,Jaydev Unadkat,7,1
Krunal Pandya,Jofra Archer,5,1
Krunal Pandya,Marcus Stoinis,12,1
Krunal Pandya,Mark Wood,11,1
Krunal Pandya,Mohammad Nabi,1,1
Krunal Pandya,Mohammed Shami,6,1
Krunal Pandya,Mohammed Siraj,12,1
Krunal Pandya,Mujeeb Ur Rahman,1,1
Krunal Pandya,Piyush Chawla,1,1
Krunal Pandya,Prasidh Krishna,4,1
Krunal Pandya,Rashid Khan,5,1
Krunal Pandya,Ravichandran Ashwin,2,1
Krunal Pandya,Sandeep Lamichhane,3,1
Krunal Pandya,Sandeep Sharma,4,1
Krunal Pandya,Shakib Al Hasan,12,1
Krunal Pandya,Siddarth Kaul,9,1
Krunal Pandya,Sunil Narine,4,1
Krunal Pandya,Tim Southee,4,1
Krunal Pandya,Trent Boult,4,1
Krunal Pandya,Umesh Yadav,5,1
Krunal Pandya,Yuzvendra Chahal,6,1
Kuldeep Yadav,Carlos Brathwaite,3,0
Kuldeep Yadav,Glenn Maxwell,3,0
Kuldeep Yadav,Krunal Pandya,5,1
Kuldeep Yadav,Mayank Markande,5,1
Kuldeep Yadav,Mitchell McClenaghan,5,1
Kuldeep Yadav,Trent Boult,4,1
Liam Plunkett,Barinder Sran,1,1
Liam Plunkett,Jaydev Unadkat,2,1
MS Dhoni,Amit Mishra,13,0
MS Dhoni,Andrew Tye,13,0
MS Dhoni,Avesh Khan,7,0
MS Dhoni,Barinder Sran,1,0
MS Dhoni,Ben Stokes,3,0
MS Dhoni,Bhuvneshwar Kumar,8,0
MS Dhoni,Billy Stanlake,3,0
MS Dhoni,Carlos Brathwaite,5,0
MS Dhoni,Colin de Grandhomme,5,0
MS Dhoni,Corey Anderson,10,0
MS Dhoni,Glenn Maxwell,2,0
MS Dhoni,Hardik Pandya,4,0
MS Dhoni,Harshal Patel,3,0
MS Dhoni,Ish Sodhi,5,0
MS Dhoni,Jasprit Bumrah,9,0
MS Dhoni,Jaydev Unadkat,8,0
MS Dhoni,Jofra Archer,9,0
MS Dhoni,Krunal Pandya,5,0
MS Dhoni,Kuldeep Yadav,16,0
MS Dhoni,Liam Plunkett,2,0
MS Dhoni,Mayank Markande,9,1
MS Dhoni,Mitchell Johnson,7,1
MS Dhoni,Mitchell McClenaghan,1,1
MS Dhoni,Mohammed Siraj,13,1
MS Dhoni,Mohit Sharma,14,1
MS Dhoni,Mujeeb Ur Rahman,8,1
MS Dhoni,Murugan Ashwin,14,1
MS Dhoni,Pawan Negi,8,1
MS Dhoni,Piyush Chawla,9,1
MS Dhoni,Rashid Khan,11,1
MS Dhoni,Ravichandran Ashwin,14,1
MS Dhoni,Sam Curran,2,1
MS Dhoni,Sandeep Lamichhane,6,1
MS Dhoni,Sandeep Sharma,3,1
MS Dhoni,Shakib Al Hasan,2,1
MS Dhoni,Shivam Mavi,5,1
MS Dhoni,Shreyas Gopal,1,1
MS Dhoni,Siddarth Kaul,14,1
MS Dhoni,Stuart Binny,2,1
MS Dhoni,Sunil Narine,16,1
MS Dhoni,Trent Boult,12,1
MS Dhoni,Yuvraj Singh,4,1
MS Dhoni,Yuzvendra Chahal,15,1
Mahipal Lomror,Andrew Tye,3,0
Mahipal Lomror,Mohit Sharma,6,0
Mahipal Lomror,Rashid Khan,4,0
Mahipal Lomror,Sandeep Sharma,4,0
Mahipal Lomror,Siddarth Kaul,4,1
Manan Vohra,Andre Russell,2,1
Manan Vohra,Bhuvneshwar Kumar,1,1
Manan Vohra,Glenn Maxwell,5,1
Manan Vohra,JP Duminy,11,1
Manan Vohra,Jasprit Bumrah,3,1
Manan Vohra,Krunal Pandya,8,1
Manan Vohra,Mayank Markande,6,1
Manan Vohra,Mitchell McClenaghan,3,1
Manan Vohra,Rashid Khan,2,1
Manan Vohra,Sandeep Sharma,6,1
Manan Vohra,Siddarth Kaul,2,1
Manan Vohra,Trent Boult,1,1
Mandeep Singh,Amit Mishra,7,0
Mandeep Singh,Andre Russell,9,1
Mandeep Singh,Andrew Tye,8,1
Mandeep Singh,Axar Patel,3,1
Mandeep Singh,Ben Laughlin,10,1
Mandeep Singh,Ben Stokes,1,1
Mandeep Singh,Bhuvneshwar Kumar,4,1
Mandeep Singh,Chris Morris,6,1
Mandeep Singh,Dwayne Bravo,4,1
Mandeep Singh,Harbhajan Singh,6,1
Mandeep Singh,Hardik Pandya,5,1
Mandeep Singh,Imran Tahir,3,1
Mandeep Singh,Ish Sodhi,2,1
Mandeep Singh,Jasprit Bumrah,4,1
Mandeep Singh,Jaydev Unadkat,6,1
Mandeep Singh,Junior Dala,6,1
Mandeep Singh,Krishnappa Gowtham,4,1
Mandeep Singh,Krunal Pandya,7,1
Mandeep Singh,Kuldeep Yadav,5,1
Mandeep Singh,Mayank Markande,5,1
Mandeep Singh,Mitchell Johnson,5,1
Mandeep Singh,Mitchell McClenaghan,2,1
Mandeep Singh,Mohit Sharma,4,1
Mandeep Singh,Mujeeb Ur Rahman,3,1
Mandeep Singh,Mustafizur Rahman,3,1
Mandeep Singh,Nitish Rana,2,1
Mandeep Singh,R Vinay Kumar,5,1
Mandeep Singh,Rashid Khan,5,1
Mandeep Singh,Ravichandran Ashwin,2,1
Mandeep Singh,Ravindra Jadeja,12,1
Mandeep Singh,Sandeep Sharma,7,1
Mandeep Singh,Shakib Al Hasan,6,1
Mandeep Singh,Shardul Thakur,7,1
Mandeep Singh,Shreyas Gopal,6,1
Mandeep Singh,Siddarth Kaul,7,1
Mandeep Singh,Sunil Narine,7,1
