batsmen,bowler,delivery,0s,1s,2s,3s,4s,5s,6s
Shubman Gill,Shakib Al Hasan,4,1,1,1,0,1,0,1
Shubman Gill,Shakib Al Hasan,5,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,1,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,2,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,3,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,4,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,5,1,1,1,0,1,0,1
Shubman Gill,Shane Watson,6,1,1,1,0,1,0,1
Shubman Gill,Shreyas Gopal,2,1,1,1,0,1,0,1
Shubman Gill,Shreyas Gopal,3,1,1,1,0,1,0,1
Shubman Gill,Shreyas Gopal,4,1,1,1,0,1,0,1
Shubman Gill,Shreyas Gopal,5,1,1,1,0,1,0,1
Shubman Gill,Shreyas Gopal,6,1,1,1,0,1,0,1
Shubman Gill,Siddarth Kaul,1,1,1,1,0,1,0,1
Shubman Gill,Siddarth Kaul,3,1,1,1,0,1,0,1
Shubman Gill,Siddarth Kaul,4,1,1,1,0,1,0,1
Shubman Gill,Siddarth Kaul,5,1,2,1,0,1,0,1
Shubman Gill,Siddarth Kaul,6,1,2,1,0,1,0,1
Shubman Gill,Trent Boult,1,1,1,1,0,1,0,1
Shubman Gill,Trent Boult,3,1,1,1,0,1,0,1
Shubman Gill,Trent Boult,4,1,1,1,0,1,0,1
Shubman Gill,Trent Boult,6,1,1,1,0,1,0,1
Shubman Gill,Trent Boult,7,1,1,1,0,1,0,1
Shubman Gill,Umesh Yadav,1,1,1,1,0,1,0,1
Shubman Gill,Vijay Shankar,3,1,1,1,0,1,0,1
Shubman Gill,Vijay Shankar,4,1,1,1,0,1,0,1
Shubman Gill,Vijay Shankar,6,1,1,1,0,1,0,1
Siddarth Kaul,Jasprit Bumrah,6,1,0,0,0,0,0,0
Siddarth Kaul,Mayank Markande,2,1,0,0,0,0,0,0
Siddarth Kaul,Mayank Markande,3,1,0,1,0,0,0,0
Siddarth Kaul,Mayank Markande,4,1,0,1,0,0,0,0
Siddarth Kaul,Mayank Markande,5,1,0,1,0,0,0,0
Siddarth Kaul,Mayank Markande,6,1,0,1,0,0,0,0
Siddarth Kaul,Mustafizur Rahman,2,2,0,1,0,0,0,0
Siddarth Kaul,Mustafizur Rahman,3,2,0,1,0,0,0,0
Siddarth Kaul,Mustafizur Rahman,4,2,0,1,0,0,0,0
Siddarth Kaul,Mustafizur Rahman,5,1,0,1,0,0,0,0
Siddarth Kaul,Tim Southee,3,1,1,1,0,0,0,0
Stuart Binny,Andrew Tye,1,0,1,0,0,0,0,0
Stuart Binny,Andrew Tye,3,0,1,0,0,0,0,1
Stuart Binny,Andrew Tye,4,0,1,1,0,0,0,1
Stuart Binny,Andrew Tye,5,0,1,1,0,0,0,1
Stuart Binny,David Willey,1,0,1,1,0,0,0,1
Stuart Binny,David Willey,2,0,1,1,0,0,0,1
Stuart Binny,Dwayne Bravo,3,0,1,1,0,0,0,1
Stuart Binny,Dwayne Bravo,4,1,1,1,0,0,0,1
Stuart Binny,Dwayne Bravo,5,1,1,1,0,0,0,1
Stuart Binny,Dwayne Bravo,7,1,1,1,0,1,0,1
Stuart Binny,Imran Tahir,2,1,1,1,0,1,0,1
Stuart Binny,Imran Tahir,6,1,1,1,0,1,0,1
Stuart Binny,Kuldeep Yadav,1,1,1,1,0,1,0,1
Stuart Binny,Mujeeb Ur Rahman,3,1,1,1,0,1,0,1
Stuart Binny,Mujeeb Ur Rahman,4,1,1,1,0,1,0,1
Stuart Binny,Mujeeb Ur Rahman,5,1,1,1,0,1,0,1
Stuart Binny,Prasidh Krishna,4,1,1,1,0,1,0,1
Stuart Binny,Prasidh Krishna,5,1,1,1,0,1,0,1
Stuart Binny,Prasidh Krishna,6,1,1,1,0,1,0,1
Stuart Binny,Ravindra Jadeja,3,1,1,1,0,1,0,1
Stuart Binny,Ravindra Jadeja,5,1,1,1,0,1,0,1
Stuart Binny,Ravindra Jadeja,6,1,1,1,0,1,0,1
Stuart Binny,Shane Watson,1,1,1,1,0,1,0,1
Stuart Binny,Shane Watson,2,1,1,1,0,1,0,1
Stuart Binny,Shane Watson,3,1,2,1,0,1,0,1
Stuart Binny,Shane Watson,5,1,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,1,1,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,2,1,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,3,1,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,4,1,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,5,2,1,1,0,1,0,1
Stuart Binny,Shardul Thakur,6,1,1,1,0,1,0,1
Stuart Binny,Sunil Narine,4,1,1,1,0,1,0,1
Stuart Binny,Sunil Narine,5,1,1,1,0,1,0,1
Stuart Binny,Sunil Narine,6,1,1,1,0,1,0,1
Sunil Narine,Andrew Tye,2,0,0,0,0,1,0,0
Sunil Narine,Andrew Tye,3,1,0,0,0,1,0,0
Sunil Narine,Andrew Tye,4,1,0,0,0,1,0,0
Sunil Narine,Andrew Tye,5,1,0,0,0,1,0,0
Sunil Narine,Andrew Tye,6,1,1,0,0,1,0,0
Sunil Narine,Ankit Rajpoot,2,1,1,0,0,1,0,0
Sunil Narine,Ankit Rajpoot,4,1,1,0,0,1,0,0
Sunil Narine,Axar Patel,1,1,1,0,0,1,0,0
Sunil Narine,Axar Patel,3,1,2,0,0,1,0,0
Sunil Narine,Axar Patel,5,1,2,0,0,1,0,1
Sunil Narine,Axar Patel,6,1,1,0,0,1,0,1
Sunil Narine,Axar Patel,7,1,1,0,0,1,0,1
Sunil Narine,Barinder Sran,2,1,1,0,0,1,0,1
Sunil Narine,Barinder Sran,3,1,1,0,0,1,0,1
Sunil Narine,Barinder Sran,4,1,1,0,0,1,0,1
Sunil Narine,Barinder Sran,5,1,1,0,0,1,0,1
Sunil Narine,Barinder Sran,6,1,1,0,0,1,0,1
Sunil Narine,Ben Laughlin,3,1,1,0,0,1,0,1
Sunil Narine,Ben Laughlin,5,1,1,0,0,1,0,1
Sunil Narine,Ben Laughlin,6,1,1,0,0,1,0,1
Sunil Narine,Ben Stokes,1,1,1,0,0,1,0,1
Sunil Narine,Ben Stokes,2,1,1,0,0,1,0,1
Sunil Narine,Ben Stokes,3,1,1,0,0,1,0,1
Sunil Narine,Ben Stokes,4,1,1,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,1,1,1,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,2,1,1,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,3,1,1,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,4,1,1,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,5,1,2,0,0,1,0,1
Sunil Narine,Bhuvneshwar Kumar,6,1,1,0,0,1,0,1
Sunil Narine,Billy Stanlake,5,1,1,0,0,1,0,1
Sunil Narine,Billy Stanlake,6,1,1,0,0,1,0,1
Sunil Narine,Chris Morris,1,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,1,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,2,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,3,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,4,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,5,1,1,0,0,1,0,1
Sunil Narine,Chris Woakes,6,1,1,0,0,1,0,1
Sunil Narine,Deepak Chahar,4,1,1,0,0,1,0,1
Sunil Narine,Deepak Chahar,5,1,1,0,0,1,0,1
Sunil Narine,Deepak Chahar,6,1,1,0,0,1,0,1
Sunil Narine,Deepak Chahar,7,1,1,0,0,1,0,1
Sunil Narine,Dhawal Kulkarni,1,2,1,0,0,1,0,1
Sunil Narine,Dhawal Kulkarni,2,1,1,1,0,1,0,1
Sunil Narine,Dhawal Kulkarni,3,1,1,1,0,1,0,1
Sunil Narine,Dhawal Kulkarni,4,1,1,1,0,2,0,1
Sunil Narine,Dhawal Kulkarni,5,1,1,1,0,1,0,1
Sunil Narine,Dhawal Kulkarni,6,1,1,1,0,1,0,1
Sunil Narine,Glenn Maxwell,1,1,1,1,0,1,0,1
Sunil Narine,Glenn Maxwell,2,1,1,1,0,1,0,1
Sunil Narine,Glenn Maxwell,3,1,1,1,0,1,0,1
Sunil Narine,Glenn Maxwell,4,1,1,1,0,1,0,1
Sunil Narine,Harbhajan Singh,3,1,1,1,0,1,0,1
Sunil Narine,Hardik Pandya,1,1,1,1,0,1,0,1
Sunil Narine,Hardik Pandya,2,1,1,1,0,1,0,1
Sunil Narine,KM Asif,1,1,1,1,0,1,0,1
Sunil Narine,KM Asif,2,1,1,1,0,1,0,1
Sunil Narine,KM Asif,3,1,1,1,0,1,0,1
Sunil Narine,KM Asif,4,1,1,1,0,1,0,1
Sunil Narine,KM Asif,5,2,1,1,0,1,0,1
Sunil Narine,KM Asif,6,2,1,1,0,1,0,1
Sunil Narine,KM Asif,7,1,1,1,0,1,0,1
Sunil Narine,Khaleel Ahmed,1,1,1,1,0,1,0,1
Sunil Narine,Khaleel Ahmed,2,1,1,1,0,1,0,1
Sunil Narine,Khaleel Ahmed,4,1,1,1,0,1,0,1
Sunil Narine,Khaleel Ahmed,5,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,1,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,2,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,3,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,4,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,5,1,1,1,0,1,0,1
Sunil Narine,Krishnappa Gowtham,6,1,1,1,0,1,0,1
Sunil Narine,Krunal Pandya,1,1,1,1,0,1,0,1
Sunil Narine,Krunal Pandya,2,1,1,1,0,1,0,1
Sunil Narine,Lungi Ngidi,2,1,1,1,0,1,0,1
Sunil Narine,Lungi Ngidi,3,1,1,1,0,1,0,1
Sunil Narine,Lungi Ngidi,4,1,1,1,0,1,0,1
Sunil Narine,Lungi Ngidi,5,1,1,1,0,1,0,1
Sunil Narine,Mitchell McClenaghan,1,1,1,1,0,1,0,1
Sunil Narine,Mitchell McClenaghan,2,1,1,1,0,1,0,1
Sunil Narine,Mohammed Siraj,1,1,1,1,0,1,0,1
Sunil Narine,Mohammed Siraj,2,1,1,1,0,1,0,1
Sunil Narine,Mohammed Siraj,4,1,1,1,0,1,0,1
Sunil Narine,Mohit Sharma,1,1,1,1,0,1,0,1
Sunil Narine,Mohit Sharma,4,1,1,1,0,1,0,1
Sunil Narine,Mohit Sharma,5,1,1,1,0,1,0,1
Sunil Narine,Mohit Sharma,6,1,1,1,0,1,0,1
Sunil Narine,Mujeeb Ur Rahman,2,2,1,1,0,1,0,1
Sunil Narine,Mujeeb Ur Rahman,3,2,1,1,0,1,0,1
Sunil Narine,Mujeeb Ur Rahman,4,2,1,1,0,1,0,1
Sunil Narine,Mujeeb Ur Rahman,6,2,1,1,1,1,0,1
Sunil Narine,Murugan Ashwin,1,1,1,1,1,1,0,1
Sunil Narine,Ravichandran Ashwin,1,1,1,1,1,1,0,1
Sunil Narine,Ravichandran Ashwin,2,1,1,1,1,1,0,1
Sunil Narine,Ravichandran Ashwin,3,1,1,1,1,1,0,1
Sunil Narine,Ravichandran Ashwin,4,1,1,1,1,1,0,1
Sunil Narine,Ravichandran Ashwin,5,1,2,1,1,1,0,1
Sunil Narine,Ravindra Jadeja,1,1,2,1,1,1,0,1
Sunil Narine,Ravindra Jadeja,2,1,2,1,1,1,0,1
Sunil Narine,Ravindra Jadeja,3,1,2,1,1,1,0,1
Sunil Narine,Ravindra Jadeja,4,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,1,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,2,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,3,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,4,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,5,1,2,1,1,1,0,1
Sunil Narine,Sandeep Sharma,6,1,1,1,1,1,0,1
Sunil Narine,Sandeep Sharma,7,1,1,1,1,1,0,1
Sunil Narine,Sandeep Sharma,8,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,1,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,2,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,3,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,4,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,5,1,1,1,1,1,0,1
Sunil Narine,Shakib Al Hasan,6,1,1,1,1,1,0,1
Sunil Narine,Shane Watson,1,1,1,1,1,1,0,1
Sunil Narine,Shane Watson,2,1,1,1,1,1,0,1
Sunil Narine,Shane Watson,7,1,1,1,1,1,0,1
Sunil Narine,Shreyas Gopal,1,1,1,1,1,1,0,1
Sunil Narine,Shreyas Gopal,3,1,1,1,1,1,0,1
Sunil Narine,Shreyas Gopal,4,1,1,1,1,1,0,1
Sunil Narine,Shreyas Gopal,5,1,1,1,1,1,0,1
Sunil Narine,Shreyas Gopal,6,1,1,1,1,1,0,1
Sunil Narine,Siddarth Kaul,1,1,1,1,1,1,0,1
Sunil Narine,Siddarth Kaul,2,1,1,1,1,1,0,1
Sunil Narine,Tim Southee,1,1,1,1,1,1,0,1
Sunil Narine,Tim Southee,2,1,1,1,1,1,0,1
Sunil Narine,Tim Southee,3,1,1,1,1,1,0,1
Sunil Narine,Tim Southee,4,1,1,1,1,1,0,1
Sunil Narine,Tim Southee,5,2,1,1,1,1,0,1
Sunil Narine,Tim Southee,6,2,1,1,1,1,0,1
Sunil Narine,Tim Southee,7,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,1,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,2,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,3,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,4,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,5,1,1,1,1,1,0,1
Sunil Narine,Trent Boult,6,1,1,1,1,1,0,1
Sunil Narine,Umesh Yadav,1,1,1,1,1,1,0,1
Sunil Narine,Umesh Yadav,2,1,1,1,1,1,0,1
Sunil Narine,Umesh Yadav,3,1,1,1,1,1,0,1
Sunil Narine,Umesh Yadav,5,1,1,1,1,1,0,1
Sunil Narine,Umesh Yadav,6,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,2,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,3,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,4,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,5,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,6,1,1,1,1,1,0,1
Sunil Narine,Washington Sundar,7,1,1,1,1,1,0,1
Sunil Narine,Yuzvendra Chahal,1,1,1,1,1,1,0,1
Sunil Narine,Yuzvendra Chahal,2,1,1,1,1,1,0,1
Sunil Narine,Yuzvendra Chahal,3,1,1,1,1,1,0,1
Sunil Narine,Yuzvendra Chahal,5,1,1,1,1,1,0,1
Suresh Raina,Amit Mishra,1,0,1,0,0,0,0,0
Suresh Raina,Amit Mishra,2,0,1,0,0,0,0,0
Suresh Raina,Amit Mishra,5,0,1,0,0,0,0,0
Suresh Raina,Amit Mishra,6,1,1,0,0,0,0,0
Suresh Raina,Andre Russell,1,1,1,0,0,0,0,0
Suresh Raina,Andre Russell,2,1,1,0,0,1,0,0
Suresh Raina,Andre Russell,3,1,1,0,0,1,0,0
Suresh Raina,Andre Russell,4,1,1,0,0,1,0,0
Suresh Raina,Andre Russell,5,1,1,0,0,1,0,0
Suresh Raina,Andre Russell,7,1,1,0,0,1,0,0
Suresh Raina,Andrew Tye,1,1,2,0,0,1,0,1
Suresh Raina,Andrew Tye,2,1,1,1,0,1,0,1
Suresh Raina,Andrew Tye,3,1,1,1,0,1,0,1
Suresh Raina,Andrew Tye,4,1,2,1,0,2,0,1
Suresh Raina,Andrew Tye,5,1,2,1,0,1,0,1
Suresh Raina,Andrew Tye,6,1,2,1,0,1,0,1
Suresh Raina,Andrew Tye,7,2,2,1,0,1,0,1
Suresh Raina,Andrew Tye,8,1,1,1,0,1,0,1
Suresh Raina,Ankit Rajpoot,1,1,1,1,0,1,0,1
Suresh Raina,Axar Patel,1,1,2,1,0,1,0,1
Suresh Raina,Axar Patel,2,1,2,1,0,1,0,1
Suresh Raina,Axar Patel,3,1,1,1,0,1,0,1
Suresh Raina,Axar Patel,4,1,1,1,0,1,0,1
Suresh Raina,Axar Patel,5,1,1,1,0,1,0,1
Suresh Raina,Axar Patel,6,1,1,1,0,1,0,1
Suresh Raina,Ben Cutting,4,1,1,1,0,1,0,1
Suresh Raina,Ben Cutting,5,1,1,1,0,1,0,1
Suresh Raina,Ben Laughlin,2,1,1,1,0,1,0,1
Suresh Raina,Ben Laughlin,3,1,1,1,0,1,0,1
Suresh Raina,Ben Laughlin,4,1,2,1,0,1,0,1
Suresh Raina,Ben Laughlin,6,1,1,1,0,1,0,1
Suresh Raina,Ben Laughlin,7,1,1,1,0,1,0,1
Suresh Raina,Ben Stokes,1,2,1,1,0,1,0,1
Suresh Raina,Ben Stokes,2,1,1,1,0,1,0,1
Suresh Raina,Ben Stokes,3,1,2,1,0,1,0,1
Suresh Raina,Ben Stokes,4,1,2,1,0,1,0,1
Suresh Raina,Ben Stokes,5,1,1,1,0,2,0,1
Suresh Raina,Ben Stokes,6,1,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,1,1,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,2,1,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,3,1,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,4,2,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,5,1,1,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,6,1,3,1,0,1,0,1
Suresh Raina,Bhuvneshwar Kumar,7,1,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,1,1,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,2,1,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,3,1,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,4,2,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,5,2,1,1,0,1,0,1
Suresh Raina,Billy Stanlake,6,1,1,1,0,1,0,1
Suresh Raina,Carlos Brathwaite,1,1,1,1,0,1,0,1
Suresh Raina,Carlos Brathwaite,2,1,1,1,0,1,0,1
Suresh Raina,Carlos Brathwaite,3,1,1,1,0,1,0,1
Suresh Raina,Carlos Brathwaite,4,1,1,1,0,1,0,1
Suresh Raina,Deepak Hooda,3,1,1,1,0,1,0,1
Suresh Raina,Deepak Hooda,4,1,1,1,0,1,0,1
Suresh Raina,Deepak Hooda,6,1,1,1,0,1,0,1
Suresh Raina,Glenn Maxwell,1,1,1,1,0,1,0,1
Suresh Raina,Glenn Maxwell,2,1,1,1,0,1,0,1
Suresh Raina,Glenn Maxwell,3,1,1,1,0,1,0,1
Suresh Raina,Glenn Maxwell,5,2,1,1,0,1,0,1
Suresh Raina,Glenn Maxwell,6,1,1,1,0,1,0,1
Suresh Raina,Hardik Pandya,1,1,1,1,0,1,0,1
Suresh Raina,Hardik Pandya,2,1,1,1,0,1,0,1
Suresh Raina,Hardik Pandya,3,1,3,1,0,1,0,1
Suresh Raina,Hardik Pandya,5,1,3,1,0,1,0,1
Suresh Raina,Hardik Pandya,6,1,3,1,0,1,0,1
Suresh Raina,Harshal Patel,3,1,1,1,0,1,0,1
Suresh Raina,Harshal Patel,5,1,1,1,0,1,0,1
Suresh Raina,Ish Sodhi,1,1,2,1,0,1,0,1
Suresh Raina,Ish Sodhi,3,1,2,1,0,1,0,1
Suresh Raina,Ish Sodhi,4,1,1,1,0,1,0,1
Suresh Raina,Ish Sodhi,5,1,1,1,0,1,0,1
Suresh Raina,Ish Sodhi,6,2,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,1,1,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,2,1,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,3,1,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,4,1,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,5,1,1,1,0,1,0,1
Suresh Raina,Jasprit Bumrah,6,1,1,1,0,1,0,1
Suresh Raina,Jaydev Unadkat,1,2,1,1,0,1,0,1
Suresh Raina,Jaydev Unadkat,2,1,1,1,1,1,0,1
Suresh Raina,Jaydev Unadkat,3,1,1,1,1,1,0,1
Suresh Raina,Jaydev Unadkat,4,1,1,1,1,1,0,1
Suresh Raina,Jaydev Unadkat,5,1,1,1,1,1,0,1
Suresh Raina,Jaydev Unadkat,6,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,2,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,3,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,4,1,2,1,1,1,0,1
Suresh Raina,Jofra Archer,5,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,6,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,7,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,8,1,1,1,1,1,0,1
Suresh Raina,Jofra Archer,9,1,1,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,1,1,1,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,2,1,1,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,3,1,1,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,4,1,1,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,5,1,2,1,1,1,0,1
Suresh Raina,Krishnappa Gowtham,6,1,2,1,1,1,0,1
Suresh Raina,Krunal Pandya,1,1,2,1,1,1,0,1
Suresh Raina,Krunal Pandya,2,1,2,1,1,1,0,1
Suresh Raina,Krunal Pandya,3,1,1,1,1,1,0,1
Suresh Raina,Krunal Pandya,4,1,1,1,1,1,0,1
Suresh Raina,Krunal Pandya,5,1,2,1,1,1,0,1
Suresh Raina,Krunal Pandya,6,1,1,1,1,1,0,1
Suresh Raina,Krunal Pandya,7,1,1,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,1,2,2,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,2,1,2,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,3,1,1,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,4,2,1,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,5,2,1,1,1,1,0,1
Suresh Raina,Kuldeep Yadav,6,2,1,1,1,1,0,1
Suresh Raina,Mayank Markande,2,2,2,1,1,1,0,1
Suresh Raina,Mayank Markande,4,2,2,1,1,1,0,1
Suresh Raina,Mayank Markande,5,1,2,1,1,1,0,1
Suresh Raina,Mayank Markande,6,1,2,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,1,1,1,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,2,1,1,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,3,1,1,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,4,1,1,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,5,2,1,1,1,1,0,1
Suresh Raina,Mitchell McClenaghan,6,2,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,1,1,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,2,1,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,3,1,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,4,1,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,5,1,1,1,1,1,0,1
Suresh Raina,Mohammed Siraj,6,1,2,1,1,1,0,1
Suresh Raina,Mohit Sharma,1,1,2,1,1,1,0,1
Suresh Raina,Mohit Sharma,2,1,1,1,1,1,0,1
Suresh Raina,Mohit Sharma,3,1,1,1,1,1,0,1
Suresh Raina,Mohit Sharma,4,1,2,1,1,1,0,1
Suresh Raina,Mohit Sharma,6,1,1,1,1,1,0,1
Suresh Raina,Piyush Chawla,2,1,1,1,1,1,0,1
Suresh Raina,Piyush Chawla,3,1,1,1,1,1,0,1
Suresh Raina,Piyush Chawla,4,1,1,1,1,1,0,1
Suresh Raina,Piyush Chawla,5,1,1,1,1,1,0,1
Suresh Raina,Piyush Chawla,6,1,1,1,1,1,0,1
Suresh Raina,Rashid Khan,1,1,2,1,1,1,0,1
Suresh Raina,Rashid Khan,2,1,1,1,1,1,0,1
Suresh Raina,Rashid Khan,3,1,2,1,1,1,0,1
Suresh Raina,Rashid Khan,4,1,2,1,1,1,0,1
Suresh Raina,Rashid Khan,5,1,1,1,1,1,0,1
Suresh Raina,Rashid Khan,6,1,1,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,1,1,1,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,2,1,1,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,3,1,1,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,4,1,1,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,5,1,2,1,1,3,0,1
Suresh Raina,Ravichandran Ashwin,6,1,1,1,1,3,0,1
Suresh Raina,Sam Curran,6,1,1,1,1,3,0,1
Suresh Raina,Sandeep Lamichhane,1,1,1,1,1,3,0,1
Suresh Raina,Sandeep Lamichhane,2,1,1,1,1,3,0,1
Suresh Raina,Sandeep Lamichhane,4,1,1,1,1,3,0,1
Suresh Raina,Sandeep Lamichhane,6,1,1,1,1,3,0,1
Suresh Raina,Sandeep Sharma,1,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,2,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,3,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,4,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,5,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,6,1,1,1,1,1,0,1
Suresh Raina,Sandeep Sharma,7,1,1,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,1,1,1,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,2,1,1,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,3,1,2,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,4,1,2,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,5,1,1,1,1,1,0,1
Suresh Raina,Shakib Al Hasan,6,1,2,1,1,1,0,1
Suresh Raina,Shivam Mavi,1,1,1,1,1,1,0,1
Suresh Raina,Shivam Mavi,4,1,1,1,1,1,0,1
Suresh Raina,Shivam Mavi,6,1,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,1,1,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,2,2,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,3,2,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,4,1,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,5,1,1,1,1,1,0,1
Suresh Raina,Shreyas Gopal,6,1,1,1,1,1,0,1
Suresh Raina,Siddarth Kaul,1,1,1,1,1,1,0,1
Suresh Raina,Siddarth Kaul,2,1,2,1,1,1,0,1
Suresh Raina,Siddarth Kaul,3,2,2,1,1,1,0,1
Suresh Raina,Siddarth Kaul,4,1,1,1,1,1,0,1
Suresh Raina,Siddarth Kaul,5,2,2,1,1,1,0,1
Suresh Raina,Siddarth Kaul,6,2,1,1,1,1,0,1
Suresh Raina,Sunil Narine,1,2,2,1,1,1,0,1
Suresh Raina,Sunil Narine,3,2,1,1,1,1,0,1
Suresh Raina,Sunil Narine,4,2,2,1,1,1,0,1
Suresh Raina,Sunil Narine,5,2,1,1,1,1,0,1
