batsmen,bowler,delivery,0s,1s,2s,3s,4s,5s,6s
D'Arcy Short,Chris Woakes,6,1,2,0,0,1,0,0
D'Arcy Short,Glenn Maxwell,1,1,2,0,0,1,0,1
D'Arcy Short,Glenn Maxwell,2,1,2,0,0,1,0,1
D'Arcy Short,Glenn Maxwell,3,1,2,0,0,1,0,1
D'Arcy Short,Glenn Maxwell,4,1,2,0,0,1,0,1
D'Arcy Short,Jasprit Bumrah,1,1,2,0,0,1,0,1
D'Arcy Short,Jasprit Bumrah,2,1,2,0,0,1,1,1
D'Arcy Short,Jasprit Bumrah,3,1,2,0,0,1,1,1
D'Arcy Short,Jasprit Bumrah,4,1,2,0,0,1,1,1
D'Arcy Short,Jasprit Bumrah,5,1,2,0,0,1,1,1
D'Arcy Short,Jasprit Bumrah,6,1,2,0,0,1,1,1
D'Arcy Short,Kuldeep Yadav,2,2,2,0,0,1,1,1
D'Arcy Short,Kuldeep Yadav,3,2,2,0,0,1,1,1
D'Arcy Short,Kuldeep Yadav,5,1,2,0,0,1,1,1
D'Arcy Short,Kuldeep Yadav,6,1,1,0,0,1,1,1
D'Arcy Short,Liam Plunkett,2,1,1,0,0,1,1,1
D'Arcy Short,Liam Plunkett,3,1,1,0,0,1,1,1
D'Arcy Short,Liam Plunkett,5,1,1,0,0,1,1,1
D'Arcy Short,Liam Plunkett,6,1,1,0,0,1,1,1
D'Arcy Short,Nitish Rana,2,1,1,0,0,1,1,1
D'Arcy Short,Nitish Rana,3,1,1,0,0,1,1,1
D'Arcy Short,Nitish Rana,4,1,1,0,0,1,1,1
D'Arcy Short,Nitish Rana,5,1,1,0,0,1,1,1
D'Arcy Short,Piyush Chawla,1,1,2,0,0,1,1,1
D'Arcy Short,Piyush Chawla,2,1,2,0,0,1,1,1
D'Arcy Short,Piyush Chawla,3,1,2,0,0,1,1,1
D'Arcy Short,Piyush Chawla,4,2,1,0,0,1,1,1
D'Arcy Short,Piyush Chawla,5,1,1,0,0,1,1,1
D'Arcy Short,Piyush Chawla,6,1,1,0,0,1,1,1
D'Arcy Short,Ravichandran Ashwin,2,1,1,1,0,1,1,1
D'Arcy Short,Ravichandran Ashwin,3,1,1,1,0,1,1,1
D'Arcy Short,Sam Curran,2,1,1,1,0,1,1,1
D'Arcy Short,Sam Curran,3,1,1,1,0,1,1,1
D'Arcy Short,Sam Curran,5,1,1,1,0,1,1,1
D'Arcy Short,Sam Curran,6,1,1,1,0,1,1,1
D'Arcy Short,Shahbaz Nadeem,1,1,1,1,0,1,1,1
D'Arcy Short,Shahbaz Nadeem,2,1,1,1,0,1,1,1
D'Arcy Short,Shahbaz Nadeem,3,1,1,1,0,1,1,1
D'Arcy Short,Shivam Mavi,1,2,1,1,0,1,1,1
D'Arcy Short,Shivam Mavi,2,2,2,1,0,1,1,1
D'Arcy Short,Shivam Mavi,4,2,2,1,0,1,1,1
D'Arcy Short,Shivam Mavi,5,1,2,1,0,2,1,1
D'Arcy Short,Shivam Mavi,6,1,1,1,0,2,1,1
D'Arcy Short,Sunil Narine,2,1,1,1,0,1,1,1
D'Arcy Short,Sunil Narine,3,1,1,1,0,1,1,1
D'Arcy Short,Sunil Narine,4,1,1,1,0,1,1,1
D'Arcy Short,Sunil Narine,5,1,1,1,0,1,1,1
D'Arcy Short,Sunil Narine,6,1,1,1,0,1,1,1
D'Arcy Short,Trent Boult,2,1,1,1,0,1,1,1
D'Arcy Short,Trent Boult,3,1,1,1,0,1,1,1
D'Arcy Short,Trent Boult,5,1,1,1,0,1,1,1
D'Arcy Short,Trent Boult,6,1,2,1,0,1,1,1
D'Arcy Short,Trent Boult,7,1,2,1,0,1,1,1
D'Arcy Short,Umesh Yadav,2,1,2,1,0,1,1,1
D'Arcy Short,Umesh Yadav,3,1,1,1,0,1,1,1
D'Arcy Short,Washington Sundar,1,1,1,1,0,1,1,1
D'Arcy Short,Washington Sundar,3,1,1,1,0,1,1,1
D'Arcy Short,Washington Sundar,4,1,1,1,0,1,1,1
D'Arcy Short,Washington Sundar,5,1,1,1,0,1,1,1
D'Arcy Short,Washington Sundar,6,1,1,1,0,1,1,1
D'Arcy Short,Yuzvendra Chahal,1,1,1,1,0,1,1,1
D'Arcy Short,Yuzvendra Chahal,4,1,1,1,0,1,1,1
D'Arcy Short,Yuzvendra Chahal,5,2,1,1,0,1,1,1
D'Arcy Short,Yuzvendra Chahal,6,2,1,1,0,1,1,1
Dan Christian,Andrew Tye,1,0,1,0,0,0,0,0
Dan Christian,Andrew Tye,3,0,1,0,0,0,0,0
Dan Christian,Andrew Tye,5,1,1,0,0,0,0,0
Dan Christian,Andrew Tye,6,1,1,0,0,0,0,0
Dan Christian,Andrew Tye,7,1,1,0,0,0,0,1
Dan Christian,Bhuvneshwar Kumar,4,1,1,0,0,0,0,1
Dan Christian,Mohit Sharma,2,1,2,0,0,0,0,1
Dan Christian,Mohit Sharma,4,1,1,0,0,0,0,1
Dan Christian,Mohit Sharma,6,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,1,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,2,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,3,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,4,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,5,1,1,0,0,0,0,1
Dan Christian,Mujeeb Ur Rahman,6,1,2,0,0,0,0,1
Dan Christian,Rashid Khan,6,1,1,0,0,0,0,1
Dan Christian,Ravichandran Ashwin,1,1,1,0,0,0,0,1
Dan Christian,Ravichandran Ashwin,2,1,1,0,0,0,0,1
Dan Christian,Ravichandran Ashwin,3,1,1,0,0,0,0,1
Dan Christian,Ravichandran Ashwin,4,1,2,0,0,0,0,1
Dan Christian,Ravichandran Ashwin,6,1,2,0,0,0,0,1
Dan Christian,Shakib Al Hasan,1,1,2,0,0,0,0,1
Dan Christian,Shakib Al Hasan,2,1,2,0,0,0,0,1
Dan Christian,Shakib Al Hasan,3,1,1,0,0,0,0,1
Dan Christian,Shakib Al Hasan,5,1,1,0,0,0,0,1
Dan Christian,Shakib Al Hasan,6,1,1,1,0,0,0,1
Dan Christian,Siddarth Kaul,2,1,1,1,0,0,0,1
Dan Christian,Siddarth Kaul,5,1,1,1,0,0,0,1
David Miller,Amit Mishra,1,2,0,1,0,0,0,0
David Miller,Amit Mishra,2,2,3,1,0,0,0,0
David Miller,Amit Mishra,3,2,2,1,0,0,0,0
David Miller,Amit Mishra,4,2,2,1,0,0,0,1
David Miller,Amit Mishra,5,2,1,1,0,0,0,1
David Miller,Amit Mishra,6,2,3,1,0,0,0,1
David Miller,Avesh Khan,5,1,3,1,0,0,0,1
David Miller,Avesh Khan,6,1,1,1,0,0,0,1
David Miller,Chris Morris,4,1,1,1,0,0,0,1
David Miller,Chris Morris,6,1,1,1,0,0,0,1
David Miller,Dan Christian,1,1,1,1,0,1,0,1
David Miller,Dan Christian,2,1,1,1,0,1,0,1
David Miller,Dan Christian,3,1,1,1,0,1,0,1
David Miller,Deepak Chahar,1,1,1,1,0,1,0,1
David Miller,Deepak Chahar,2,1,1,1,0,1,0,1
David Miller,Deepak Chahar,3,1,1,1,0,1,0,1
David Miller,Deepak Chahar,4,2,1,1,0,1,0,1
David Miller,Deepak Chahar,5,2,2,1,0,1,0,1
David Miller,Deepak Chahar,6,1,2,1,0,1,0,1
David Miller,Deepak Chahar,7,1,1,1,0,1,0,1
David Miller,Deepak Chahar,8,1,1,1,0,1,0,1
David Miller,Dwayne Bravo,1,1,1,1,0,1,0,1
David Miller,Dwayne Bravo,2,1,1,1,0,1,0,1
David Miller,Dwayne Bravo,4,1,1,1,0,1,0,1
David Miller,Harbhajan Singh,5,1,1,1,0,1,0,1
David Miller,Liam Plunkett,2,1,1,1,0,1,0,1
David Miller,Liam Plunkett,4,1,1,1,0,1,0,1
David Miller,Liam Plunkett,6,1,1,1,0,1,0,1
David Miller,Lungi Ngidi,4,1,1,1,0,1,0,1
David Miller,Lungi Ngidi,6,1,1,1,0,1,0,1
David Miller,Rahul Tewatia,1,1,1,1,0,1,0,1
David Miller,Rahul Tewatia,2,2,1,1,0,1,0,1
David Miller,Rahul Tewatia,3,2,2,1,0,1,0,1
David Miller,Rahul Tewatia,4,1,2,1,0,1,0,1
David Miller,Rahul Tewatia,5,1,1,1,0,1,0,1
David Miller,Rahul Tewatia,6,1,2,1,0,1,0,1
David Miller,Ravindra Jadeja,3,1,1,1,0,1,0,1
David Miller,Ravindra Jadeja,6,1,1,1,0,1,0,1
David Miller,Shardul Thakur,2,1,1,1,0,1,0,1
David Miller,Shardul Thakur,5,1,1,1,0,1,0,1
David Miller,Shardul Thakur,6,1,1,1,0,1,0,1
David Miller,Shardul Thakur,7,1,1,1,0,1,0,1
David Miller,Trent Boult,2,1,1,1,0,1,0,1
David Miller,Trent Boult,4,1,1,1,0,1,0,1
Deepak Chahar,Andrew Tye,3,0,1,0,0,0,0,0
Deepak Chahar,Andrew Tye,5,0,1,0,0,0,0,0
Deepak Chahar,Andrew Tye,7,0,1,1,0,0,0,0
Deepak Chahar,Axar Patel,2,0,1,1,0,0,0,1
Deepak Chahar,Axar Patel,3,1,1,1,0,0,0,1
Deepak Chahar,Axar Patel,4,1,1,1,0,0,0,1
Deepak Chahar,Axar Patel,5,1,1,1,0,0,0,1
Deepak Chahar,Axar Patel,6,1,1,1,0,0,0,1
Deepak Chahar,Mayank Markande,6,1,1,1,0,0,0,1
Deepak Chahar,Ravichandran Ashwin,1,1,1,1,0,0,0,1
Deepak Chahar,Ravichandran Ashwin,2,1,2,1,0,0,0,1
Deepak Chahar,Ravichandran Ashwin,3,1,1,1,0,0,0,1
Deepak Chahar,Ravichandran Ashwin,4,1,2,1,0,0,0,1
Deepak Chahar,Ravichandran Ashwin,6,1,2,1,0,1,0,1
Deepak Chahar,Ravichandran Ashwin,7,1,2,1,0,1,0,1
Deepak Chahar,Sandeep Sharma,1,1,2,1,0,1,0,1
Deepak Chahar,Sandeep Sharma,2,1,1,1,0,1,0,1
Deepak Chahar,Sandeep Sharma,4,1,1,1,0,1,0,1
Deepak Chahar,Sandeep Sharma,6,1,1,1,0,1,0,1
Deepak Chahar,Shakib Al Hasan,2,1,1,1,0,1,0,1
Deepak Chahar,Shakib Al Hasan,4,1,1,1,0,1,0,1
Deepak Chahar,Trent Boult,4,1,1,1,0,1,0,1
Deepak Chahar,Trent Boult,5,1,1,1,0,1,0,1
Deepak Hooda,Andre Russell,1,1,0,0,0,0,0,0
Deepak Hooda,Andre Russell,2,1,1,0,0,0,0,0
Deepak Hooda,Andre Russell,5,1,1,0,0,0,0,0
Deepak Hooda,Andrew Tye,4,1,1,1,0,0,0,0
Deepak Hooda,Andrew Tye,5,1,1,1,0,0,0,0
Deepak Hooda,Andrew Tye,6,1,1,1,0,0,0,0
Deepak Hooda,Ben Cutting,1,1,1,1,0,0,0,1
Deepak Hooda,Ben Cutting,2,1,2,1,0,0,0,1
Deepak Hooda,Ben Cutting,3,1,2,1,0,0,0,1
Deepak Hooda,Ben Cutting,4,1,2,1,0,0,0,1
Deepak Hooda,Ben Cutting,6,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,1,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,2,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,3,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,4,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,5,1,2,1,0,0,0,1
Deepak Hooda,Deepak Chahar,6,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,1,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,2,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,3,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,4,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,5,1,2,1,0,0,0,1
Deepak Hooda,Dwayne Bravo,6,1,2,1,0,0,0,1
Deepak Hooda,Jasprit Bumrah,1,1,1,1,0,0,0,1
Deepak Hooda,Jasprit Bumrah,2,1,1,1,0,0,0,1
Deepak Hooda,Jasprit Bumrah,3,1,1,1,0,0,0,1
Deepak Hooda,Jasprit Bumrah,4,1,1,1,0,0,0,1
Deepak Hooda,Jasprit Bumrah,6,1,1,1,1,0,0,1
Deepak Hooda,Kuldeep Yadav,1,1,1,1,1,0,0,1
Deepak Hooda,Kuldeep Yadav,2,1,1,1,1,0,0,1
Deepak Hooda,Kuldeep Yadav,3,1,2,1,1,0,0,1
Deepak Hooda,Kuldeep Yadav,5,1,1,1,1,0,0,1
Deepak Hooda,Kuldeep Yadav,6,1,1,1,1,0,0,1
Deepak Hooda,Lungi Ngidi,1,1,1,1,1,0,0,1
Deepak Hooda,Lungi Ngidi,3,1,1,1,1,0,0,1
Deepak Hooda,Lungi Ngidi,6,1,1,1,1,0,0,1
Deepak Hooda,Mayank Markande,1,1,1,1,1,0,0,1
Deepak Hooda,Mayank Markande,2,1,1,1,1,0,0,1
Deepak Hooda,Mayank Markande,5,1,1,1,1,0,0,1
Deepak Hooda,Mayank Markande,6,1,1,1,1,1,0,1
Deepak Hooda,Mitchell Johnson,1,1,1,1,1,1,0,1
Deepak Hooda,Mohammed Siraj,4,1,1,1,1,1,0,1
Deepak Hooda,Mujeeb Ur Rahman,3,1,1,1,1,1,0,1
Deepak Hooda,Mustafizur Rahman,1,1,1,1,1,1,0,1
Deepak Hooda,Mustafizur Rahman,2,1,2,1,1,1,0,1
Deepak Hooda,Mustafizur Rahman,5,1,1,1,1,1,0,1
Deepak Hooda,Mustafizur Rahman,6,1,1,1,1,1,0,1
Deepak Hooda,Piyush Chawla,1,1,1,1,1,1,0,1
Deepak Hooda,Piyush Chawla,4,1,1,1,1,1,0,1
Deepak Hooda,Piyush Chawla,6,1,1,1,1,1,0,1
Deepak Hooda,Shardul Thakur,3,1,2,1,1,1,0,1
Deepak Hooda,Shardul Thakur,4,1,1,1,1,1,0,1
Deepak Hooda,Shardul Thakur,5,1,1,1,1,1,0,1
Deepak Hooda,Shardul Thakur,6,1,1,1,1,1,0,1
Deepak Hooda,Shardul Thakur,7,1,1,1,1,1,0,1
Deepak Hooda,Shardul Thakur,8,1,1,1,1,1,0,1
Deepak Hooda,Sunil Narine,1,1,2,1,1,1,0,1
Deepak Hooda,Sunil Narine,2,1,1,1,1,1,0,1
Deepak Hooda,Sunil Narine,3,1,1,1,1,1,0,1
Deepak Hooda,Sunil Narine,4,2,1,1,1,1,0,1
Deepak Hooda,Sunil Narine,5,1,1,1,1,1,0,1
Deepak Hooda,Sunil Narine,6,1,2,1,1,1,0,1
Dhawal Kulkarni,Bhuvneshwar Kumar,4,1,0,0,0,0,0,0
Dhawal Kulkarni,Bhuvneshwar Kumar,5,1,1,0,0,0,0,0
Dhawal Kulkarni,Rashid Khan,3,1,1,0,0,0,0,0
Dhawal Kulkarni,Sam Curran,3,1,1,0,0,0,0,0
Dhawal Kulkarni,Sam Curran,5,1,1,0,0,0,0,0
Dhawal Kulkarni,Shivam Mavi,1,1,1,0,0,0,0,0
Dhawal Kulkarni,Siddarth Kaul,4,1,1,0,0,0,0,0
Dhruv Shorey,Colin de Grandhomme,1,1,0,0,0,0,0,0
Dhruv Shorey,Colin de Grandhomme,2,1,1,0,0,0,0,0
Dhruv Shorey,Colin de Grandhomme,5,1,1,0,0,0,0,0
Dhruv Shorey,Colin de Grandhomme,6,1,1,0,0,0,0,0
Dhruv Shorey,Mohammed Siraj,2,1,1,0,0,0,0,0
Dhruv Shorey,Mohammed Siraj,6,1,1,0,0,0,0,1
Dhruv Shorey,Umesh Yadav,5,1,1,0,0,0,0,1
Dhruv Shorey,Umesh Yadav,6,1,1,0,0,0,0,1
Dinesh Karthik,Amit Mishra,1,0,1,0,0,0,0,0
Dinesh Karthik,Amit Mishra,2,1,1,0,0,0,0,0
Dinesh Karthik,Amit Mishra,3,2,1,0,0,0,0,0
Dinesh Karthik,Amit Mishra,4,2,1,0,0,0,0,0
Dinesh Karthik,Andrew Tye,1,2,2,0,0,0,0,1
Dinesh Karthik,Andrew Tye,2,2,1,0,0,0,0,1
Dinesh Karthik,Andrew Tye,4,1,1,0,0,0,0,1
Dinesh Karthik,Andrew Tye,5,1,3,0,0,0,0,1
Dinesh Karthik,Andrew Tye,6,1,2,0,0,0,0,1
Dinesh Karthik,Ankit Rajpoot,1,1,2,0,0,1,0,1
Dinesh Karthik,Ankit Rajpoot,2,1,2,0,0,1,0,1
Dinesh Karthik,Ankit Rajpoot,3,1,1,0,0,1,0,1
Dinesh Karthik,Anureet Singh,1,1,1,0,0,1,0,1
Dinesh Karthik,Anureet Singh,3,1,1,1,0,1,0,1
Dinesh Karthik,Anureet Singh,4,1,1,1,0,1,0,1
Dinesh Karthik,Anureet Singh,6,1,1,1,0,1,0,1
Dinesh Karthik,Avesh Khan,1,1,1,1,0,1,0,1
Dinesh Karthik,Avesh Khan,4,1,1,1,0,1,0,1
Dinesh Karthik,Avesh Khan,5,1,1,1,0,1,0,1
Dinesh Karthik,Axar Patel,1,1,1,1,0,1,0,1
Dinesh Karthik,Axar Patel,2,1,1,1,0,1,0,1
Dinesh Karthik,Axar Patel,3,1,1,1,0,1,0,1
Dinesh Karthik,Axar Patel,5,1,1,1,0,1,0,1
Dinesh Karthik,Axar Patel,6,1,1,1,0,1,0,1
Dinesh Karthik,Barinder Sran,1,1,1,1,0,1,0,1
Dinesh Karthik,Barinder Sran,2,1,1,1,0,1,0,1
Dinesh Karthik,Barinder Sran,3,1,1,1,0,1,0,1
Dinesh Karthik,Barinder Sran,5,1,1,1,0,1,0,1
Dinesh Karthik,Barinder Sran,6,1,1,1,0,1,0,1
Dinesh Karthik,Ben Laughlin,1,1,1,2,0,1,0,1
Dinesh Karthik,Ben Laughlin,2,1,1,2,0,1,0,1
Dinesh Karthik,Ben Laughlin,3,1,1,2,0,1,0,1
Dinesh Karthik,Ben Laughlin,4,1,1,2,0,1,0,1
Dinesh Karthik,Ben Laughlin,6,1,2,2,0,1,0,1
Dinesh Karthik,Ben Stokes,1,1,1,2,0,1,0,1
Dinesh Karthik,Ben Stokes,2,1,1,1,0,1,0,1
Dinesh Karthik,Ben Stokes,3,1,1,1,0,1,0,1
Dinesh Karthik,Ben Stokes,4,1,1,1,0,1,0,1
Dinesh Karthik,Ben Stokes,5,1,1,1,0,1,0,1
Dinesh Karthik,Ben Stokes,6,1,1,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,1,1,2,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,2,1,2,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,3,3,2,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,4,1,1,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,5,1,1,1,0,1,0,1
Dinesh Karthik,Bhuvneshwar Kumar,6,1,1,1,0,1,0,1
Dinesh Karthik,Billy Stanlake,3,1,1,1,0,1,0,1
Dinesh Karthik,Billy Stanlake,4,1,1,1,0,1,0,1
Dinesh Karthik,Carlos Brathwaite,2,1,1,1,0,1,0,1
Dinesh Karthik,Carlos Brathwaite,3,1,1,1,0,1,0,1
Dinesh Karthik,Carlos Brathwaite,4,1,2,1,0,1,0,1
Dinesh Karthik,Carlos Brathwaite,5,1,2,1,0,1,0,1
Dinesh Karthik,Carlos Brathwaite,6,1,1,1,0,1,0,1
Dinesh Karthik,Chris Morris,2,1,1,1,0,1,0,1
Dinesh Karthik,Chris Morris,3,1,1,1,0,1,0,1
Dinesh Karthik,Chris Morris,4,1,1,1,0,1,0,1
Dinesh Karthik,Chris Woakes,1,1,1,1,0,1,0,1
Dinesh Karthik,Chris Woakes,6,1,1,1,0,1,0,1
Dinesh Karthik,Chris Woakes,7,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,1,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,2,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,3,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,4,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,5,1,1,1,0,1,0,1
Dinesh Karthik,Dwayne Bravo,6,1,1,1,0,1,0,1
Dinesh Karthik,Harbhajan Singh,5,1,1,1,0,1,0,1
Dinesh Karthik,Harbhajan Singh,6,1,1,1,0,1,0,1
Dinesh Karthik,Hardik Pandya,2,1,1,1,0,1,0,1
Dinesh Karthik,Hardik Pandya,3,1,1,1,0,1,0,1
Dinesh Karthik,Hardik Pandya,4,1,1,1,0,1,0,1
Dinesh Karthik,Hardik Pandya,5,1,1,1,0,1,0,1
Dinesh Karthik,Hardik Pandya,6,1,2,1,0,1,0,1
Dinesh Karthik,Imran Tahir,1,1,2,1,0,1,0,1
Dinesh Karthik,Imran Tahir,2,1,1,1,0,1,0,1
Dinesh Karthik,Imran Tahir,3,1,1,1,0,1,0,1
Dinesh Karthik,Imran Tahir,4,2,1,1,0,1,0,1
Dinesh Karthik,Imran Tahir,5,2,2,1,0,1,0,1
Dinesh Karthik,Imran Tahir,6,1,2,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,1,1,2,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,2,1,1,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,3,3,3,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,4,2,1,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,5,2,2,1,0,1,0,1
Dinesh Karthik,Ish Sodhi,6,2,2,1,0,1,0,1
Dinesh Karthik,Jasprit Bumrah,1,1,1,1,0,1,0,1
Dinesh Karthik,Jasprit Bumrah,2,1,1,1,0,1,0,1
Dinesh Karthik,Jasprit Bumrah,3,1,1,1,0,1,0,1
Dinesh Karthik,Jasprit Bumrah,4,1,1,1,0,1,0,1
Dinesh Karthik,Jasprit Bumrah,5,1,1,1,0,2,0,1
Dinesh Karthik,Jasprit Bumrah,6,1,1,1,0,2,0,1
Dinesh Karthik,Jaydev Unadkat,1,1,1,1,0,1,0,1
Dinesh Karthik,Jaydev Unadkat,2,1,3,1,0,1,0,1
Dinesh Karthik,Jaydev Unadkat,3,1,1,1,0,1,0,1
Dinesh Karthik,Jaydev Unadkat,4,1,1,1,0,1,0,1
Dinesh Karthik,Jaydev Unadkat,5,2,1,1,0,1,0,1
Dinesh Karthik,Jaydev Unadkat,6,2,3,1,0,1,0,1
Dinesh Karthik,Jofra Archer,1,2,1,1,0,1,0,1
Dinesh Karthik,Jofra Archer,4,2,1,1,0,1,0,1
Dinesh Karthik,Jofra Archer,5,1,1,1,0,1,0,1
Dinesh Karthik,Jofra Archer,6,1,1,1,0,1,0,1
Dinesh Karthik,KM Asif,6,1,1,1,0,1,0,1
Dinesh Karthik,Karn Sharma,3,1,1,1,0,1,0,1
Dinesh Karthik,Karn Sharma,4,1,1,1,0,1,0,1
Dinesh Karthik,Karn Sharma,5,1,1,1,0,1,0,1
Dinesh Karthik,Krishnappa Gowtham,3,1,1,1,0,1,0,1
Dinesh Karthik,Krishnappa Gowtham,4,1,1,1,0,1,0,1
Dinesh Karthik,Krishnappa Gowtham,5,1,1,1,0,1,0,1
Dinesh Karthik,Krishnappa Gowtham,6,1,1,1,0,1,0,1
Dinesh Karthik,Krunal Pandya,3,1,1,1,0,1,0,1
Dinesh Karthik,Krunal Pandya,4,1,1,1,0,1,0,1
Dinesh Karthik,Krunal Pandya,5,1,1,1,0,1,0,1
Dinesh Karthik,Krunal Pandya,6,1,1,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,1,1,1,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,2,1,2,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,3,1,1,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,5,1,2,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,6,1,2,1,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,7,1,2,2,0,1,0,1
Dinesh Karthik,Kulwant Khejroliya,8,1,2,2,0,1,0,1
Dinesh Karthik,Liam Plunkett,1,1,2,1,0,1,0,1
Dinesh Karthik,Liam Plunkett,2,1,1,1,0,1,0,1
Dinesh Karthik,Liam Plunkett,3,1,1,1,0,1,0,1
Dinesh Karthik,Liam Plunkett,4,1,1,1,0,1,0,1
Dinesh Karthik,Liam Plunkett,5,1,2,1,0,1,0,1
Dinesh Karthik,Lungi Ngidi,1,1,2,1,0,1,0,1
Dinesh Karthik,Lungi Ngidi,2,1,1,1,0,1,0,1
Dinesh Karthik,Lungi Ngidi,4,1,1,1,0,1,0,1
Dinesh Karthik,Lungi Ngidi,7,1,1,1,0,1,0,1
Dinesh Karthik,Mayank Markande,2,1,1,1,0,1,0,1
Dinesh Karthik,Mayank Markande,3,1,1,1,0,1,0,1
Dinesh Karthik,Mayank Markande,4,1,1,1,0,1,0,1
Dinesh Karthik,Mayank Markande,6,1,1,1,0,1,0,1
Dinesh Karthik,Mitchell McClenaghan,1,1,1,1,0,1,0,1
Dinesh Karthik,Mitchell McClenaghan,3,1,1,1,0,1,0,1
Dinesh Karthik,Mitchell McClenaghan,4,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,1,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,2,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,3,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,5,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,6,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Shami,7,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,1,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,2,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,3,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,4,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,5,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,7,1,1,1,0,1,0,1
Dinesh Karthik,Mohammed Siraj,8,1,1,1,0,1,0,1
Dinesh Karthik,Mohit Sharma,2,1,1,1,0,1,0,1
Dinesh Karthik,Mohit Sharma,3,1,1,1,0,1,0,1
Dinesh Karthik,Mohit Sharma,6,1,1,1,0,1,0,1
Dinesh Karthik,Mohit Sharma,7,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,1,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,2,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,3,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,4,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,5,1,1,1,0,1,0,1
Dinesh Karthik,Mujeeb Ur Rahman,6,1,1,1,0,1,0,1
Dinesh Karthik,Rashid Khan,1,1,3,1,0,1,0,1
Dinesh Karthik,Rashid Khan,2,1,1,1,0,1,0,1
Dinesh Karthik,Rashid Khan,3,1,3,1,0,1,0,1
Dinesh Karthik,Rashid Khan,4,1,3,1,0,1,0,1
Dinesh Karthik,Rashid Khan,5,1,1,1,0,1,0,1
Dinesh Karthik,Rashid Khan,6,1,3,1,0,1,0,1
Dinesh Karthik,Ravichandran Ashwin,1,1,1,1,0,1,0,1
Dinesh Karthik,Ravichandran Ashwin,2,1,1,1,0,1,0,1
Dinesh Karthik,Ravichandran Ashwin,3,1,1,1,0,1,0,1
Dinesh Karthik,Ravichandran Ashwin,4,1,1,1,0,1,0,1
Dinesh Karthik,Ravichandran Ashwin,5,1,1,1,0,1,0,1
