match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7894,1,Mumbai Indians,Chennai Super Kings,13,4,HH Pandya,Ishan Kishan,SR Watson,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,13,5,Ishan Kishan,HH Pandya,SR Watson,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,13,6,HH Pandya,Ishan Kishan,SR Watson,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,1,HH Pandya,Ishan Kishan,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,2,HH Pandya,Ishan Kishan,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,3,Ishan Kishan,HH Pandya,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,4,HH Pandya,Ishan Kishan,M Wood,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,5,HH Pandya,Ishan Kishan,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,14,6,HH Pandya,Ishan Kishan,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,15,1,HH Pandya,Ishan Kishan,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,15,2,HH Pandya,Ishan Kishan,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,15,3,HH Pandya,Ishan Kishan,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,15,4,Ishan Kishan,HH Pandya,Imran Tahir,0,0,0,0,0,0,0,0,0,Ishan Kishan,caught,M Wood
7894,1,Mumbai Indians,Chennai Super Kings,15,5,KH Pandya,HH Pandya,Imran Tahir,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,15,6,KH Pandya,HH Pandya,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,1,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,2,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,3,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,4,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,5,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,16,6,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,1,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,6,0,6,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,2,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,3,HH Pandya,KH Pandya,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,4,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,5,KH Pandya,HH Pandya,M Wood,0,1,0,0,0,0,1,1,2,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,6,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,2,0,2,,,
7894,1,Mumbai Indians,Chennai Super Kings,17,7,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,1,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,2,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,3,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,4,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,5,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,18,6,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
