,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,55,9,121,124,3,1/5,1/5,41.33,6.14,40.3,0,0,0
T20Is,6,-,-,-,-,-,-,-,-,-,-,-,-
First-class,97,,798,518,10,4/43,,51.80,3.89,79.8,1,0,0
List A,160,,421,406,13,4/45,4/45,31.23,5.78,32.3,1,0,0
T20s,201,-,-,-,-,-,-,-,-,-,-,-,-
