,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,26,25,1121,1020,31,4/22,4/22,32.90,5.45,36.1,1,0,0
T20Is,8,8,138,185,6,2/28,2/28,30.83,8.04,23.0,0,0,0
First-class,44,76,6788,3119,127,5/26,9/136,24.55,2.75,53.4,4,7,0
List A,62,61,2735,2273,66,4/22,4/22,34.43,4.98,41.4,2,0,0
T20s,111,110,2210,3080,110,4/14,4/14,28.00,8.36,20.0,2,0,0
