,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,40,61,6466,3426,86,6/55,6/84,39.83,3.17,75.1,6,2,0
ODIs,164,150,6511,5874,199,6/43,6/43,29.51,5.41,32.7,6,1,0
T20Is,66,56,1042,1470,52,4/28,4/28,28.26,8.46,20.0,2,0,0
First-class,100,,11025,5918,177,6/11,,33.43,3.22,62.2,9,7,0
List A,227,,8609,7494,271,6/43,6/43,27.65,5.22,31.7,8,2,0
T20s,440,421,8538,11764,483,5/23,5/23,24.35,8.26,17.6,9,2,0
