,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,37,68,5,1706,94,27.07,4459,38.25,0,15,204,3,20,0
List A,21,21,3,645,88*,35.83,1009,63.92,0,5,52,10,4,0
T20s,19,18,4,383,65*,27.35,353,108.49,0,3,36,8,5,0
