,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,90,144,16,4876,224,38.09,8249,59.11,6,33,544,78,256,38
ODIs,341,289,82,10500,183*,50.72,11992,87.55,10,71,806,224,314,120
T20Is,98,85,42,1617,56,37.60,1282,126.13,0,2,116,52,57,34
First-class,131,210,19,7038,224,36.84,,,9,47,,,364,57
List A,414,356,97,13080,183*,50.50,,,17,85,,,395,138
T20s,308,275,113,6361,79*,39.26,4698,135.39,0,25,439,278,162,80
