,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
List A,1,-,-,-,-,-,-,-,-,-,-,-,0,0
T20s,4,1,1,0,0*,-,0,-,0,0,0,0,0,0
