,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,15,23,1,1209,267,54.95,1787,67.65,4,3,154,16,12,0
List A,11,11,0,577,141,52.45,568,101.58,2,3,63,16,3,0
T20s,15,13,0,143,28,11.00,177,80.79,0,0,9,1,2,0
