,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,28,37,6,569,63*,18.35,537,105.95,0,1,52,46,10,0
List A,28,15,3,167,62*,13.91,91,183.51,0,1,9,17,6,0
T20s,30,18,4,144,23*,10.28,73,197.26,0,0,7,14,6,0
