,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,40,66,5,2398,129*,39.31,3280,73.10,4,17,299,19,166,9
ODIs,106,106,5,4602,178,45.56,4803,95.81,14,21,537,65,149,8
T20Is,36,36,4,887,59,27.71,698,127.07,0,2,103,27,35,9
First-class,69,116,9,4543,194,42.45,5835,77.85,10,31,568,57,260,14
List A,147,145,6,5988,178,43.07,6206,96.48,18,27,674,98,187,14
T20s,154,148,11,4517,126*,32.97,3308,136.54,4,24,494,165,96,26
