,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,11,1,12,8,0,-,-,-,4.00,-,0,0,0
List A,12,1,6,4,0,-,-,-,4.00,-,0,0,0
T20s,51,-,-,-,-,-,-,-,-,-,-,-,-
