,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,120,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,70,-,-,-,-,-,-,-,-,-,-,-,-
First-class,63,4,50,42,0,-,-,-,5.04,-,0,0,0
List A,219,-,-,-,-,-,-,-,-,-,-,-,-
T20s,284,3,18,31,0,-,-,-,10.33,-,0,0,0
