,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
List A,4,-,-,-,-,-,-,-,-,-,-,-,-
T20s,6,-,-,-,-,-,-,-,-,-,-,-,-
