,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,3,192,150,1,1/62,1/66,150.00,4.68,192.0,0,0,0
List A,3,3,150,105,8,3/37,3/37,13.12,4.20,18.7,0,0,0
T20s,3,3,60,87,3,1/19,1/19,29.00,8.70,20.0,0,0,0
