,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,1,1,24,37,1,1/37,1/37,37.00,9.25,24.0,0,0,0
T20Is,1,1,24,43,1,1/43,1/43,43.00,10.75,24.0,0,0,0
First-class,45,75,7812,4423,126,8/10,12/64,35.10,3.39,62.0,7,4,1
List A,31,31,1293,1117,47,5/27,5/27,23.76,5.18,27.5,0,1,0
T20s,48,48,1008,1214,53,5/15,5/15,22.90,7.22,19.0,0,1,0
