,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,74,137,5,6363,253,48.20,8540,74.50,21,29,765,55,54,0
ODIs,106,104,4,4343,179,43.43,4498,96.55,14,17,454,70,49,0
T20Is,70,70,3,1792,90*,26.74,1279,140.10,0,13,172,79,41,0
First-class,102,184,7,8608,253,48.63,11545,74.56,28,37,1055,75,68,0
List A,151,149,6,6094,197,42.61,6209,98.14,19,22,627,127,67,0
T20s,262,261,29,8365,135*,36.05,5854,142.89,7,65,826,338,128,0
