,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,7,5,2,4,2,1.33,28,14.28,0,0,0,0,1,0
T20Is,17,2,1,9,7,9.00,12,75.00,0,0,0,1,0,0
First-class,4,6,4,5,4,2.50,37,13.51,0,0,1,0,1,0
List A,21,14,9,11,4*,2.20,71,15.49,0,0,0,0,4,0
T20s,51,10,8,26,7,13.00,32,81.25,0,0,1,1,5,0
