,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,72,127,12,6139,242*,53.38,11878,51.68,20,30,664,14,66,0
ODIs,139,133,12,5554,145*,45.90,6723,82.61,11,37,509,46,54,0
T20Is,57,55,7,1505,73*,31.35,1236,121.76,0,9,158,26,27,0
First-class,139,239,19,10924,284*,49.65,20946,52.15,30,57,1274,34,130,0
List A,200,190,20,7675,145*,45.14,9366,81.94,15,49,675,67,81,0
T20s,170,162,19,4291,101*,30.00,3467,123.76,1,28,408,100,69,0
