,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,23,18,6,440,104*,36.66,479,91.85,1,2,37,4,6,0
T20Is,28,23,10,538,79*,41.38,438,122.83,0,2,35,16,6,0
First-class,89,138,17,6293,238,52.00,9614,65.45,19,29,732,100,125,0
List A,139,131,27,4504,117*,43.30,4931,91.34,8,27,369,94,68,0
T20s,212,192,39,4506,114*,29.45,3706,121.58,2,21,374,130,102,2
