,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,3,0,29,12,9.66,31,93.54,0,0,3,1,0,0
ODIs,57,42,9,782,60*,23.69,776,100.77,0,4,70,22,18,0
T20Is,38,17,8,123,33,13.66,99,124.24,0,0,8,8,11,0
First-class,6,7,1,154,52,25.66,198,77.77,0,1,21,1,0,0
List A,59,43,9,803,60*,23.61,790,101.64,0,4,75,22,19,0
T20s,158,71,27,587,56*,13.34,384,152.86,0,1,36,44,45,0
