,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,9,16,1,414,103*,27.60,1082,38.26,1,1,55,2,5,0
List A,4,3,0,36,19,12.00,106,33.96,0,0,3,0,0,0
