,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,2,2,0,16,16,8.00,19,84.21,0,0,1,0,0,0
First-class,43,71,13,2356,224,40.62,4014,58.69,6,10,286,23,61,0
List A,53,44,3,1526,129,37.21,1533,99.54,1,10,109,60,25,0
T20s,62,58,6,1431,100,27.51,1009,141.82,1,6,113,72,26,0
