,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,2,294,238,4,2/95,4/238,59.50,4.85,73.5,0,0,0
ODIs,2,2,114,125,0,-,-,-,6.57,-,0,0,0
T20Is,1,1,24,28,1,1/28,1/28,28.00,7.00,24.0,0,0,0
First-class,69,107,10155,5381,188,8/97,10/133,28.62,3.17,54.0,8,10,1
List A,80,75,3805,3001,99,5/13,5/13,30.31,4.73,38.4,0,2,0
T20s,124,113,2100,2597,106,5/24,5/24,24.50,7.42,19.8,2,1,0
