,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,42,41,1761,1665,48,4/34,4/34,34.68,5.67,36.6,2,0,0
T20Is,27,27,539,736,34,4/7,4/7,21.64,8.19,15.8,1,0,0
First-class,66,100,9324,5100,167,5/29,10/75,30.53,3.28,55.8,4,5,1
List A,121,111,4396,4145,131,5/62,5/62,31.64,5.65,33.5,5,1,0
T20s,174,151,2880,3773,166,4/7,4/7,22.72,7.86,17.3,3,0,0
