,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,12,1,1,1,0,-,-,-,6.00,-,0,0,0
List A,30,-,-,-,-,-,-,-,-,-,-,-,-
T20s,17,-,-,-,-,-,-,-,-,-,-,-,-
