,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,3,1,237,134,118.50,252,94.04,1,1,34,1,2,0
First-class,17,31,2,1767,188,60.93,2242,78.81,8,8,246,13,13,0
List A,26,26,0,1045,132,40.19,914,114.33,3,6,145,24,5,0
T20s,23,23,0,548,99,23.82,358,153.07,0,4,64,25,6,0
