,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,29,35,7,297,32*,10.60,679,43.74,0,0,42,5,12,0
List A,31,18,5,133,25*,10.23,184,72.28,0,0,9,6,11,0
T20s,31,15,4,136,24,12.36,114,119.29,0,0,6,10,8,0
