,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,9,3,36,21,0,-,-,-,3.50,-,0,0,0
List A,4,-,-,-,-,-,-,-,-,-,-,-,-
