,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,5,3,36,42,3,2/12,2/12,14.00,7.00,12.0,0,0,0
First-class,39,26,924,507,11,6/111,6/160,46.09,3.29,84.0,0,1,0
List A,33,18,354,343,6,2/26,2/26,57.16,5.81,59.0,0,0,0
T20s,74,24,240,279,17,2/3,2/3,16.41,6.97,14.1,0,0,0
