,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
List A,3,3,144,115,3,3/56,3/56,38.33,4.79,48.0,0,0,0
T20s,8,8,182,181,8,3/9,3/9,22.62,5.96,22.7,0,0,0
