,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,49,35,1094,716,18,2/3,4/82,39.77,3.92,60.7,0,0,0
List A,60,8,138,146,8,4/20,4/20,18.25,6.34,17.2,1,0,0
T20s,35,3,30,35,2,2/18,2/18,17.50,7.00,15.0,0,0,0
