,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,9,11,486,236,5,3/62,3/62,47.20,2.91,97.2,0,0,0
List A,11,10,312,244,7,2/28,2/28,34.85,4.69,44.5,0,0,0
T20s,12,12,198,244,7,3/41,3/41,34.85,7.39,28.2,0,0,0
