,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,40,69,4,2538,273,39.04,3620,70.11,5,14,309,65,79,9
List A,45,45,4,1650,139,40.24,1806,91.36,3,10,162,58,50,3
T20s,64,61,2,1544,113*,26.16,1165,132.53,2,7,155,70,35,7
