,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,48,14,10,108,34*,27.00,138,78.26,0,0,10,3,4,0
T20Is,29,8,4,24,10,6.00,23,104.34,0,0,1,2,7,0
First-class,38,45,14,444,73*,14.32,1095,40.54,0,1,41,7,8,0
List A,99,40,19,303,34*,14.42,396,76.51,0,0,26,8,14,0
T20s,178,66,31,218,20,6.22,187,116.57,0,0,15,12,29,0
