,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,6,-,-,-,-,-,-,-,-,-,-,-,1,0
T20Is,2,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,17,22,9,227,33,17.46,262,86.64,0,0,23,12,1,0
List A,23,12,4,114,38,14.25,86,132.55,0,0,8,7,2,0
T20s,42,19,11,98,19,12.25,74,132.43,0,0,10,3,9,0
