,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,1,-,-,-,-,-,-,-,-,-,-,-,0,0
List A,9,5,2,60,32,20.00,74,81.08,0,0,3,3,2,0
T20s,1,-,-,-,-,-,-,-,-,-,-,-,0,0
