,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,8,1,164,81*,23.42,346,47.39,0,2,12,2,1,0
ODIs,11,10,1,81,18,9.00,119,68.06,0,0,7,0,4,0
T20Is,11,8,3,159,62*,31.80,122,130.32,0,2,8,7,3,0
First-class,92,149,14,4588,265,33.98,8347,54.96,8,21,491,52,41,0
List A,98,88,14,2474,164*,33.43,2839,87.14,3,9,202,57,39,0
T20s,191,170,39,3508,77,26.77,2782,126.09,0,17,280,98,85,0
