,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,103,182,11,7214,333,42.18,11970,60.26,15,37,1046,98,96,0
ODIs,289,283,17,10151,215,38.16,11649,87.14,25,51,1093,314,120,0
T20Is,58,54,4,1627,117,32.54,1139,142.84,2,13,138,105,15,0
First-class,180,321,26,13226,333,44.83,,,32,64,,,158,0
List A,361,354,24,12860,215,38.96,,,29,67,,,150,0
T20s,374,366,47,12457,175*,39.05,8458,147.28,21,77,955,917,87,0
