,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,52,64,20,169,25,3.84,551,30.67,0,0,21,3,9,0
List A,30,17,7,71,18,7.10,119,59.66,0,0,7,1,5,0
T20s,64,14,7,40,8,5.71,58,68.96,0,0,4,1,10,0
