,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,1,26,20*,26.00,31,83.87,0,0,4,0,0,0
First-class,113,160,19,2099,72,14.88,3567,58.84,0,7,255,47,31,0
List A,92,58,20,629,54*,16.55,752,83.64,0,3,40,17,21,0
T20s,93,50,23,401,41*,14.85,332,120.78,0,0,23,19,21,0
