,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,29,48,5175,2566,77,6/71,7/99,33.32,2.97,67.2,3,3,0
List A,31,31,1620,1337,43,4/43,4/43,31.09,4.95,37.6,1,0,0
T20s,31,31,665,801,38,3/9,3/9,21.07,7.22,17.5,0,0,0
