,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,3,5,342,189,6,2/25,3/59,31.50,3.31,57.0,0,0,0
ODIs,11,11,508,498,11,2/29,2/29,45.27,5.88,46.1,0,0,0
T20Is,13,13,292,394,17,5/15,5/15,23.17,8.09,17.1,0,1,0
First-class,20,36,2828,1474,80,6/28,10/129,18.42,3.12,35.3,4,3,1
List A,32,30,1369,1215,42,5/49,5/49,28.92,5.32,32.5,2,2,0
T20s,28,26,496,670,25,5/15,5/15,26.80,8.10,19.8,0,1,0
