,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,46,54,26,79,12,2.82,412,19.17,0,0,9,1,13,0
List A,39,17,13,5,1*,1.25,36,13.88,0,0,0,0,8,0
T20s,40,7,4,13,7*,4.33,30,43.33,0,0,1,0,6,0
