,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,40,39,1801,1581,41,3/49,3/49,38.56,5.26,43.9,0,0,0
T20Is,21,21,437,541,25,4/37,4/37,21.64,7.42,17.4,1,0,0
First-class,30,53,5403,2872,88,5/47,8/154,32.63,3.18,61.3,5,2,0
List A,73,71,3516,3090,103,5/61,5/61,30.00,5.27,34.1,1,1,0
T20s,87,84,1840,2348,106,5/11,5/11,22.15,7.65,17.3,2,1,0
