,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,68,-,-,-,-,-,-,-,-,-,-,-,-
List A,57,-,-,-,-,-,-,-,-,-,-,-,-
T20s,91,-,-,-,-,-,-,-,-,-,-,-,-
