,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,4,4,216,158,5,3/45,3/45,31.60,4.38,43.2,0,0,0
T20Is,7,7,126,215,3,1/18,1/18,71.66,10.23,42.0,0,0,0
First-class,51,93,8597,4831,170,6/37,8/78,28.41,3.37,50.5,7,6,0
List A,68,68,3448,3036,98,4/27,4/27,30.97,5.28,35.1,5,0,0
T20s,128,121,2224,3328,104,5/28,5/28,32.00,8.97,21.3,0,1,0
