,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,3,246,144,7,3/47,4/97,20.57,3.51,35.1,0,0,0
List A,2,2,106,99,3,2/45,2/45,33.00,5.60,35.3,0,0,0
T20s,6,6,136,211,4,3/38,3/38,52.75,9.30,34.0,0,0,0
