,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,40,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,106,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,36,-,-,-,-,-,-,-,-,-,-,-,-
First-class,69,1,6,9,0,-,-,-,9.00,-,0,0,0
List A,147,-,-,-,-,-,-,-,-,-,-,-,-
T20s,156,-,-,-,-,-,-,-,-,-,-,-,-
