,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,20,34,2958,1724,52,7/87,8/112,33.15,3.49,56.8,1,2,0
List A,17,17,792,690,23,4/42,4/42,30.00,5.22,34.4,1,0,0
T20s,19,19,404,374,30,4/13,4/13,12.46,5.55,13.4,2,0,0
