,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,3,3,1,87,52*,43.50,73,119.17,0,1,11,1,1,0
First-class,70,114,12,4620,235,45.29,8571,53.90,11,24,543,35,58,0
List A,97,90,7,3048,119,36.72,3973,76.71,3,22,243,44,49,0
T20s,147,131,24,2886,84*,26.97,2277,126.74,0,13,305,71,57,0
