,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
List A,10,10,453,382,11,2/27,2/27,34.72,5.05,41.1,0,0,0
T20s,16,16,353,388,19,4/14,4/14,20.42,6.59,18.5,1,0,0
