,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,3,485,256,9,5/82,7/102,28.44,3.16,53.8,0,1,0
ODIs,57,54,2833,1845,123,7/18,7/18,15.00,3.90,23.0,4,4,0
T20Is,38,38,864,867,75,5/3,5/3,11.56,6.02,11.5,3,2,0
First-class,6,11,1664,783,44,8/74,12/122,17.79,2.82,37.8,1,5,1
List A,59,56,2940,1933,127,7/18,7/18,15.22,3.94,23.1,4,4,0
T20s,158,157,3659,3719,239,5/3,5/3,15.56,6.09,15.3,5,2,0
