,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,21,37,3348,1644,63,6/82,8/96,26.09,2.94,53.1,3,4,0
ODIs,105,104,5039,4209,118,5/42,5/42,35.66,5.01,42.7,3,1,0
T20Is,37,37,800,930,36,5/24,5/24,25.83,6.97,22.2,0,1,0
First-class,70,123,12393,5785,218,6/77,9/103,26.53,2.80,56.8,9,12,0
List A,145,142,6982,5584,179,5/42,5/42,31.19,4.79,39.0,5,1,0
T20s,151,151,3326,3987,163,5/19,5/19,24.46,7.19,20.4,2,2,0
