,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,8,8,378,338,11,3/13,3/13,30.72,5.36,34.3,0,0,0
T20Is,9,9,210,321,10,2/27,2/27,32.10,9.17,21.0,0,0,0
First-class,3,5,506,250,5,3/33,3/70,50.00,2.96,101.2,0,0,0
List A,28,28,1325,1126,43,4/35,4/35,26.18,5.09,30.8,1,0,0
T20s,25,25,574,750,39,5/18,5/18,19.23,7.83,14.7,1,1,0
