,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,28,49,3445,1931,65,5/27,8/88,29.70,3.36,53.0,3,1,0
List A,19,18,738,615,22,6/51,6/51,27.95,5.00,33.5,1,1,0
T20s,49,49,1036,1409,55,4/15,4/15,25.61,8.16,18.8,1,0,0
