,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,10,6,4,15,6*,7.50,33,45.45,0,0,1,0,1,0
T20Is,2,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,103,131,63,424,42*,6.23,1045,40.57,0,0,53,6,12,0
List A,92,28,17,60,13*,5.45,121,49.58,0,0,3,2,7,0
T20s,126,19,13,21,6,3.50,29,72.41,0,0,2,0,16,0
