,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,27,13,6,58,19,8.28,119,48.73,0,0,2,1,8,0
T20Is,5,1,0,1,1,1.00,3,33.33,0,0,0,0,3,0
First-class,41,56,21,475,41,13.57,1051,45.19,0,0,64,8,13,0
List A,55,30,13,165,24,9.70,249,66.26,0,0,8,6,18,0
T20s,47,11,7,23,8*,5.75,34,67.64,0,0,1,0,11,0
