,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,26,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,91,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,32,-,-,-,-,-,-,-,-,-,-,-,-
First-class,163,,120,130,0,-,-,-,6.50,-,0,0,0
List A,220,-,-,-,-,-,-,-,-,-,-,-,-
T20s,268,1,12,10,1,1/10,1/10,10.00,5.00,12.0,0,0,0
