,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,3,4,408,242,1,1/30,1/139,242.00,3.55,408.0,0,0,0
ODIs,33,31,1480,1352,31,5/27,5/27,43.61,5.48,47.7,1,1,0
T20Is,38,36,672,954,31,3/20,3/20,30.77,8.51,21.6,0,0,0
First-class,39,66,4472,2098,88,7/90,9/61,23.84,2.81,50.8,6,2,0
List A,77,72,2944,2418,83,5/27,5/27,29.13,4.92,35.4,2,1,0
T20s,143,137,2634,3518,131,4/15,4/15,26.85,8.01,20.1,3,0,0
