,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,19,7,90,58,0,-,-,-,3.86,-,0,0,0
List A,24,2,66,52,2,2/49,2/49,26.00,4.72,33.0,0,0,0
T20s,42,3,36,79,1,1/46,1/46,79.00,13.16,36.0,0,0,0
